															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
405	bow5	Percival	20000	Missile	Bow	5d2	10	Artifact	15	Artifact	12	0	567	26	"Percival was enchanted by the Archer's Guild in 912 A.S. as the prototype in an enchantment process they were developing at the time.  Unfortunately, a suspicious fire broke out at the guild hall, ruining the development plans and destroying the exotic materials needed to create more Percivals.  The guild never recovered from their losses, and sold Percival to the Elves in 918 A.S..  It has since changed hands many times.  (Special Powers:  Swiftness and Carnage)"
406	chn5icon	Galahad	20000	Armor	Chain	8	30	Artifact	15	Artifact	21	0	0	0	"Perhaps the finest chain mail created since the Silence, Galahad's material strength enchantments are so strong they are somewhat conferred upon the wearer's body, making it capable of withstanding much more abuse than normal.  (Special Powers:  Protection and +25 Hit Points)  "
407	pl3icon	Pellinore	20000	Armor	Plate	20	36	Artifact	15	Artifact	22	0	0	0	"Named after an ancient knight, Pellinore fortifies the wearer with an unnatural health so strong that the wearer heals from serious injuries in a matter of hours.  The armor is quite heavy, and protects the wearer from being knocked about during combat.  (Special Powers:  +30 Endurance, Hit Recovery, and Hit Point Regeneration)"
408	sshield5	Valeria	20000	Shield	Shield	4	16	Artifact	15	Artifact	24	0	562	142	"Commissioned by King David IV of Erathia during the Timber Wars, Valeria not only shields the user from normal blows, but helps intercept many incoming arrows by magically focusing the wielder's attention on the flight of the missile.  The same enchantment that makes the shielding effect possible also increases the wielder's accuracy enormously.  (Special Powers:  Shielding and +30 Accuracy)"
409	crown3a	Arthur	20000	Helm	Misc	0	5	Artifact	15	Artifact	27	0	540	53	"In their endless quest to create the perfect Priest-King, the priests of the Church of the Sun created Arthur and imbued it with the power to heighten the wearer's personal abilities, as well as confer more magical energy.  It worked, heightening their King's natural abilities--and his pride.  In 1073, Leopold VII started a holy war against the rival Church of the Moon, grinding both organizations into poverty and ultimately resulting in their demise.  (Special Powers:  'of the Gods' and +25 Spell Points)"
410	cape5a	Pendragon	20000	cloak	Misc	1	10	Artifact	15	Artifact	29	0	493	87	"This cape originally belonged to Alastair Blane, Master thief of the Shadow Guild.  The cape increased his luck and certain thieving skills tremendously, enabling him to pursue a long and prosperous career.  Blane was never brought to justice for his crimes--he was instead killed over a card game for cheating while wearing the cloak to better his chances.  (Special Powers:  +30 Luck, Thievery, Immunity to Poison)"
411	boots5	Lucius	20000	Boots	Misc	2	12	Artifact	15	Artifact	31	0	541	285	"No one knows where or when these magical boots were made, but many tales refer to them turning up in the most unusual places.  They grant their wearer superhuman quickness and grace of motion.  (Special Powers:  +30 Speed)"
412	ring9	Guinevere	20000	Ring	Misc	0	2	Artifact	15	Artifact	32	0	0	0	"Guinevere was created by the Alchemist Guild under the stones of Castle Kriegspire many years ago.  It boosts the magical resources available to its wearer, and eases the use of spells of the Mirrored Path.  (Special Powers:  +30 Spell Points, 'of Light Magic' and 'of Dark Magic')"
413	ring10	Igraine	20000	Ring	Misc	0	2	Artifact	15	Artifact	32	0	0	0	"Lord Solomon Stone had this ring commissioned during his tenure as High Priest of the Path in 1018.  It gives a huge boost to a user's ability in clerical magic, as well as access to a good deal of magical energy.  (Special Powers:  +25 Spell Points and 'of Body, Mind, and Spirit Magic')"
414	amulet5	Morgan	20000	Amulet	Misc	0	3	Artifact	15	Artifact	33	0	0	0	"Though Morgan's origins are unknown, Morgan has had many owners in the last hundred years, all of them unknown before finding the amulet.  The amulet is so mighty, as a matter of fact, that any peasant or child that lays hands on it is sure to become a legend in his own time.  (Special Powers:  +20 Spell Points and 'of Fire, Air, Water, and Earth Magic')"
415	lsword5	Hades	30000	Weapon	Sword	3d3	15	Relic	20	Relic	1	0	502	8	"A powerful weapon said to have been delivered up from the Netherworld in response to the wish of a prolific mass murderer.  The weapon inflicts terrible wounds with its razor sharp edge and drips acid constantly.  Not only a terrible weapon, the sword bestows the cunning of a master thief for disarming traps and the luck of the devil in escaping the damage they do.  Hades draws its power from its wielder slowly and constantly.  (Special Powers:  +20 Poison Damage, +20 Luck, Thievery, and Negative Regeneration)"
416	mace5	Ares	30000	Weapon	Mace	2d4	14	Relic	20	Relic	14	0	502	75	"A powerful war-mace, Ares burns with fires from the heart of the mountain it was made from.  The same magic that causes it to burn with a terrible fire bestows resistance to fire upon its wielder.  (Special Powers:  +30 Fire Damage, +25 Fire Resistance)"
417	trident3	Poseidon	30000	Weapon1or2	Spear	2d6	15	Relic	20	Relic	11	0	492	2	"This trident is probably what inspired the Regnan navy to adopt the trident as their favorite weapon of war.  Poseidon fills its wielder with a frightening battle rage, increasing the wielder's might, endurance and accuracy at the cost of personal safety.  So consuming is the wielder's desire to smite his enemies while using Poseidon that he neglects to dodge blows he might otherwise have avoided.  On the other hand, dead enemies (usually) don't fight back.  (Special Powers:  +20 Might, +20 Endurance, +20 Accuracy, -10 Armor Class, and -10 Speed)"
418	axe5	Cronos	30000	Weapon	Axe	4d2	14	Relic	20	Relic	7	0	490	63	"More a magical curiosity than a truly useful weapon, Cronos increases the wielder's vitality fantastically, and decreases his luck by half as much.  (Special Powers:  +100 Hit Points and -50 Luck)"
419	2hsword3	Hercules	30000	Weapon2	Sword	4d5	12	Relic	20	Relic	2	0	502	2	"A huge sword meant for the unsubtle, Hercules fills its wielder with the strength of a hundred men.  In keeping with its 'big and stupid' theme, the sword reduces the intelligence of its wielder while held.  (Special Powers:  +50 Might, +20 Endurance, and -30 Intellect)"
420	bow5	Artemis	30000	Missile	Bow	5d2	12	Relic	20	Relic	12	0	567	26	"Graced with the might of thunder, Artemus fires bolts magically charged with electricity.  While powerful, the user of the bow should be careful--elemental magics seem drawn to the bow, and do more damage when they hit the wielder.  (Special Powers:  +20 Electricity damage, -10 to Resistances)"
421	chn5icon	Apollo	30000	Armor	Chain	8	38	Relic	20	Relic	21	0	0	0	"This unique armor graces its owner with luck, helping him to escape the brunt of most elemental attacks.  It draws its energy, however, from the constitution of its wearer, making the wearing of this armor a risky proposition.  (Special Powers:  +20 to Resistances, +20 Luck, and -30 Endurance)"
422	pl3icon	Zeus	30000	Armor	Plate	20	44	Relic	20	Relic	22	0	0	0	"Perhaps this suit of armor was meant only for the Gods.  Worn at times by barbarian chieftains, the armor will increase the physical vitality and magical energy the wearer has at his disposal, but at a terrible cost.  House plants have been known to score higher on intelligence tests than wearers of this armor.  One would think that accidental death would surely follow such a precipitous loss of thought, yet the luck the armor bestows seems to prevent disaster.  Often the wearer of the armor becomes so stupid he forgets to remove it.  (Special Powers:  +50 Hit Points, +50 Spell Points,  +50 Luck, and -50 Intellect)"
423	lshield5	Aegis	30000	Shield	Shield	6	23	Relic	20	Relic	24	0	535	131	"Legend has it this shield was given as a gift from the Gods to a man wishing to fight the terrible medusas in their stronghold.  The shield is reflective and prevents the wielder from being frozen by the stoning gaze of the medusa.  It also carries an enchantment that helps protect against arrows, but the shield is very heavy and will slow the user down a bit.  (Special Powers:  Immune to Flesh to Stone effects, Shielding +20 Luck, and -20 Speed)"
424	crown3a	Odin	30000	Helm	Misc	0	10	Relic	20	Relic	27	0	540	53	"This crown is a mighty relic that protects against elemental magic attacks of all kinds, but has a flaw that slows the wearer down tremendously.  (Special Powers:  +50 to Resistances and -40 Speed)"
425	cape5a	Atlas	30000	cloak	Misc	1	15	Relic	20	Relic	29	0	490	80	"Legends say this cape was discarded by a God who became annoyed with the cape's magical slowing of his actions.  It confers an incomparable might to its wearer, at a large cost to speed.  (Special Powers:  +100 Might and -40 Speed)"
426	boots5	Hermes	30000	Boots	Misc	2	15	Relic	20	Relic	31	0	541	285	"A relic from before the Silence, these boots must conceal some hidden magic as they are very heavy, yet light once worn.  They act upon the nerves and muscles of their wearer, heightening his speed and reflexes to inhuman levels, but simultaneously causing inaccuracy and over-compensation.  The boots have been owned by many through the ages, all of whom have died from some speed related accident, like running up a hill at blazing speeds and then falling down the cliff at the top.  (Special Powers:  +100 Speed and -40 Accuracy)"
427	ring9	Aphrodite	30000	Ring	Misc	0	4	Relic	20	Relic	32	0	0	0	"Desired and sought after by the foolish for ages, this beautiful ring smoothes the skin, clears the voice, and dramatically improves the physical beauty of its wearer, as well as enhancing the personality.  The ring also carries a curse of ill luck, and the wearer usually dies of some tragic accident soon after finding the ring.  (Special Powers:  +100 Personality and -40 Luck)"
428	ring10	Athena	30000	Ring	Misc	0	4	Relic	20	Relic	32	0	0	0	"Also known as the Scholar's Ring, Athena vastly sharpens and improves the intellect of its wearer at the cost physical might.  Though the effect upon the physical body is nearly crippling, most sorcerers find the temptation to wear the ring too great to resist.  (Special Powers:  +100 Intellect and -40 Might)"
429	amulet5	Hera	30000	Amulet	Misc	0	6	Relic	20	Relic	33	0	0	0	"Sometimes referred to as the Amulet of the Fool, this curious relic from before the Silence dramatically increases the personal vitality, magical energy, and luck of the wearer at the expense of personality.  While the armor is worn, the face goes slack, the eyes vacant, and the voice subsides to a monotone.  (Special Powers:  +50 Hit Points, +50 Spell Points, +50 Luck, and -50 Personality)"
430	pouch1	Leather Pouch	0	N / A	Misc	0	0	3	0	Leather Pouch	69	0	0	0	A small leather pouch.
431	pouch2	Leather Pouch	0	N / A	Misc	0	0	3	0	Leather Pouch	69	0	0	0	A small leather pouch.
432	pouch3	Leather Pouch	0	N / A	Misc	0	0	3	0	Leather Pouch	69	0	0	0	A small leather pouch.
433	hglass	Hourglass of Time	0	N / A	Misc	0	0	2	0	Hourglass	71	0	0	0	"Quest Item: A fine hourglass made of crystal, framed with teak wood and filled with crushed pearl dust.  It is obviously enchanted."
434	chalice	Sacred Chalice	0	N / A	Misc	0	0	4	0	Chalice	72	0	0	0	"Quest Item: A chalice of silver with white gold tracery work detailing the sides and base.  A faint, steady humming sound can be heard coming from the cup of the chalice."
435	horn	Horn of Ros	0	N / A	Misc	0	0	4	0	Horn	73	0	0	0	"A horn from the dragon Ros, killed during the Night of Shooting Stars.  This horn enables its owner to more accurately sense the wounds of his opponent."
436	gem1	Diamond	4000	N / A	Misc	0	0	5	0	Gem	116	0	0	0	A diamond.
437	gem2	Moonstone	1000	N / A	Misc	0	0	5	0	Gem	117	0	0	0	A moonstone.
438	gem3	Topaz	1200	N / A	Misc	0	0	5	0	Gem	118	0	0	0	A sculpted piece of amber.
439	gem4	Ruby	2200	N / A	Misc	0	0	5	0	Gem	119	0	0	0	"A ruby with a simple, efficient cut."
440	gem5	Amethyst	1400	N / A	Misc	0	0	5	0	Gem	120	0	0	0	An amethyst.
441	gem6	Emerald	1600	N / A	Misc	0	0	5	0	Gem	121	0	0	0	An emerald.
442	gem7	Purple Topaz	1800	N / A	Misc	0	0	5	0	Gem	122	0	0	0	A purple topaz
443	gem8	Sunstone	2000	N / A	Misc	0	0	5	0	Gem	123	0	0	0	A finely cut sunstone.
444	gem9	Emerald	2500	N / A	Misc	0	0	5	0	Gem	124	0	0	0	A pale emerald.
445	gem10	Sapphire	3000	N / A	Misc	0	0	5	0	Gem	125	0	0	0	A large Sapphire.
446	crysball	The Third Eye	0	N / A	Misc	0	0	1	0	Gem	75	0	0	0	"Quest Item:  A large, flawless, purple gem on a golden base."
447	tarot	Deck of Fate	0	N / A	Misc	0	0	3	0	Deck of Fate	76	0	0	0	"A pack of cold, heavy Tarot cards.  To use,  pick the cards up and right-click over a character's portrait."
448	ankh	Ankh	0	N / A	Misc	0	0	5	0	Ankh	77	0	0	0	"Quest Item: A symbolic item given by priests of Baa to signify the faithful, this ankh is inscribed with the name 'Gerrard Blackames.'"
449	cndlabra	Candelabra	0	N / A	Misc	0	0	5	0	Candelabra	78	0	0	0	Quest Item: A silver candelabra etched with symbols of Baa.
450	statuet1	Tiger Statuette	0	N / A	Misc	0	0	3	0	Tiger Statuette	79	0	0	0	"Quest Item: A tiger statuette.  Though highly stylized, there is something remarkably lifelike about it."
451	statuet2	Bear Statuette	0	N / A	Misc	0	0	3	0	Bear Statuette	80	0	0	0	"Quest Item: A bear statuette.  Though highly stylized, there is something remarkably lifelike about it."
452	statuet3	Wolf Statuette	0	N / A	Misc	0	0	3	0	Wolf Statuette	81	0	0	0	"Quest Item: A wolf statuette.  Though highly stylized, there is something remarkably lifelike about it."
453	statuet4	Eagle Statuette	0	N / A	Misc	0	0	3	0	Eagle Statuette	82	0	0	0	"Quest Item: An eagle statuette.  Though highly stylized, there is something remarkably lifelike about it."
454	statuet5	Dragon Statuette	0	N / A	Misc	0	0	3	0	Dragon Statuette	83	0	0	0	"Quest Item: A dragon statuette.  Though highly stylized, there is something remarkably lifelike about it."
455	claw	Dragon Claw	0	N / A	Misc	0	0	6	0	Dragon Claw	84	0	0	0	Quest Item: A claw from Longfang Witherhide's forepaw.
456	cube	Control Cube	0	N / A	Misc	0	0	6	0	Control Cube	85	0	0	0	"Quest Item: A perfectly smooth, metallic cube."
457	shard	Crystal of Terrax	0	N / A	Misc	0	0	3	0	Crystal	86	0	0	0	Quest Item: This stone looks like it was cut or chipped off a much larger crystal.  A faint light glimmers at the heart of the crystal.
458	blkperl	Pearl of Putrescence	0	N / A	Misc	0	0	4	0	Black Pearl	87	0	0	0	Quest Item:  This large black pearl radiates an unholy aura.  
459	wytprl	Pearl of Purity	0	N / A	Misc	0	0	4	0	White Pearl	88	0	0	0	"Quest Item: This large white pearl is perfectly round and smooth, and always seems cool to the touch."
460	rose	Rose	0	N / A	Misc	0	0	1	0	Rose	89	0	0	0	"The top of a perfect, long stemmed rose.  It seems curiously fresh, as though plucked moments ago."
461	bell	Tanir's Bell	0	N / A	Misc	0	0	3	0	Bell	90	0	0	0	Quest Item:  The tone given by this small silver bell seems…wrong.  It should be much higher than it is.
462	gong	Temple Gong	0	N / A	Misc	0	0	3	0	Gong	91	0	0	0	"A small gong, used during temple services."
463	horsshu	Magic Horseshoe	0	N / A	Misc	0	0	6	0	Horseshoe	92	0	0	0	"This flawless horseshoe is made of silver.  To use,  pick the horseshoe up and right-click over a character's portrait."
464	skull	Ethric's Skull	0	N / A	Misc	0	0	3	0	Skull	93	0	0	0	"Quest Item: Ethric's skull tingles almost imperceptibly to the touch, evidence of the powerful magics that have bound his body so long after his death."
465	thybone	Bone	0	N / A	Misc	0	0	3	0	Bone	94	0	0	0	A thighbone from a human or humanoid monster.
466	crysskull	Crystal Skull	0	N / A	Misc	0	0	2	0	Crystal Skull	95	0	0	0	"A single piece of bluish crystal, carved into the shape of a human skull."
467	shovel	Shovel	0	N / A	Misc	0	0	6	0	Shovel	96	0	0	0	A shovel.
468	lockpick	Lock Pick	0	N / A	Misc	0	0	4	0	Lock Pick	97	0	0	0	A simple lock pick.
469	rope	Rope	0	N / A	Misc	0	0	2	0	Rope	98	0	0	0	Coiled rope of sturdy quality.
470	stone	Lodestone	0	N / A	Misc	0	0	6	0	Lodestone	99	0	0	0	A souvenir from the Circus of the Sun.  This Lodestone is worth one point at the Main Circus Tent.
471	quill	Harpy Feather	0	N / A	Misc	0	0	1	0	Harpy Feather	100	0	0	0	A souvenir from the Circus of the Sun.  This Harpy Feather is worth three points at the Main Circus Tent.
472	pyramid	Golden Pyramid	0	N / A	Misc	0	0	5	0	Pyramid	101	0	0	0	A prize from the Circus of the Sun.  The emblem of the Circus and the word 'Abdul' are faintly etched on the bottom of the pyramid.
473	keg	Keg of Wine	0	N / A	Misc	0	0	5	0	Keg	104	0	0	0	A prize from the Circus of the Sun.  The emblem of the Circus and the word 'Abdul' are faintly etched on the bottom of the keg.
474	egg	Cobra Egg	0	N / A	Misc	0	0	1	0	Egg	105	0	0	0	The heavy egg of a large bird or reptile…or monster.
475	chime	Chime of Harmony	0	N / A	Misc	0	0	4	0	Chime	106	0	0	0	Quest Item:  A set of wind chimes made of brass with copper chains.  Etched along the surface of the chimes are symbols of Baa.
476	tooth	Tooth	0	N / A	Misc	0	0	4	0	Tooth	107	0	0	0	A large canine tooth from the mouth of some huge beast.
477	clover	Four Leaf Clover	0	N / A	Misc	0	0	1	0	Four Leaf Clover	108	0	0	0	A souvenir from the Circus of the Sun.  This Four Leaf Clover is worth five points at the Main Circus Tent.
478	flute	Flute	0	N / A	Misc	0	0	4	0	Flute	109	0	0	0	A simple wood flute rimmed with silver.
479	harp	Harp	0	N / A	Misc	0	0	3	0	Harp	110	0	0	0	Quest Item: A beautifully carved wooden harp.
480	jewelegg	Jeweled Egg	0	N / A	Misc	0	0	3	0	Jeweled Egg	111	0	0	0	"A bejeweled 'egg'.  Though it surely has something valuable and fascinating inside, you can't figure out how to open it up to look."
481	heart	Spider Queen's Heart	0	N / A	Misc	0	0	2	0	Heart	112	0	0	0	Quest Item: A bloody trophy of the wicked Spider Queen.
482	amber	Amber	0	N / A	Misc	0	0	3	0	Amber	113	0	0	0	"A piece of amber, long hardened and fossilized.  The exterior is encrusted with some brownish mineral.  "
483	aladnlmp	Magic Lamp	0	N / A	Misc	0	0	5	0	Magic lamp	114	0	0	0	An oil lamp of the kind genies from the fables come out of.
484	apple	Apple	0	N / A	Misc	0	0	2	0	Apple	115	0	0	0	"A perfect, shiny red apple."
485	nwcapea	Cloak of Baa	0	Cloak	Misc	1	4	2	0	Cloak	29	10	490	85	Quest Item: This cloak is coal black with a red logo embroidered in the back.  The logo is of a ball pierced by a sword.  An ominous symbol…
486	keyring	Dragon Tower Keys	0	N / A	Misc	0	0	6	0	Key ring	68	0	0	0	Quest Item: A set of keys to the various Dragon Towers in the towns of Enroth.
487	keys1	Key to Gharik's Laboratory	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	Quest Item: A small key.
488	keys2	Key to Snergle's Chambers	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	Quest Item: A small key.
489	keys3	Key to Goblinwatch	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	Quest Item: A small key.
490	keys4	Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
491	keys5	Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
492	keys6	High Sorcerer's Key	0	N / A	Misc	0	0	6	0	Key	67	0	0	0	A small key.
493	map	Map	0	N / A	Misc	0	0	1	0	Map	103	0	0	0	A map made from stretched hides and vellum.
494	map	Map	0	N / A	Misc	0	0	1	0	Map	103	0	0	0	A map made from stretched hides and vellum.
495	map	Map	0	N / A	Misc	0	0	1	0	Map	103	0	0	0	A map made from stretched hides and vellum.
496	map	Map	0	N / A	Misc	0	0	1	0	Map	103	0	0	0	A map made from stretched hides and vellum.
497	map	Map	0	N / A	Misc	0	0	1	0	Map	103	0	0	0	A map made from stretched hides and vellum.
498	axe4	Snergle's Axe	0	Weapon	Axe	4d2	9	5	0	Axe	7	9	497	66	"Quest Item:  The finest Dwarven axe ever created in Enroth, Snergle's name is traced in flowing dwarven runes across the blade."
499	lshield3	Lord Kilburn's Shield	0	Shield	Shield	6	3	4	0	Large Shield	23	0	542	129	Quest Item:  This battered shield still bears Kilburn's name etched near the bottom.
500	scroll5	Name of Message	0	Mscroll	Misc	M1	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
501	scroll5	Name of Message	0	Mscroll	Misc	M2	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
502	scroll5	Letter from Zenofex	0	Mscroll	Misc	M3	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
503	scroll5	Enemies List	0	Mscroll	Misc	M4	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
504	scroll5	Orders from the Shadow Guild	0	Mscroll	Misc	M5	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
505	scroll5	The Letter	0	Mscroll	Misc	M6	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
506	scroll5	Devil Plans	0	Mscroll	Misc	M7	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
507	scroll5	Missive from the Archbishop	0	Mscroll	Misc	M8	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
508	scroll5	Discharge Papers	0	Mscroll	Misc	M9	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
509	scroll5	Letter from Zenofex	0	Mscroll	Misc	M10	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
510	scroll5	Letter from Cedric Druthers	0	Mscroll	Misc	M11	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
511	scroll5	Scrap of Paper	0	Mscroll	Misc	M12	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
512	scroll5	Letter to Snergle	0	Mscroll	Misc	M13	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
513	scroll5	Letter from the Prince of Thieves	0	Mscroll	Misc	M14	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
514	scroll5	Name of Message	0	Mscroll	Misc	M15	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
515	scroll5	Elegant Letter	0	Mscroll	Misc	M16	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
516	scroll5	Letter to the Prince of Thieves	0	Mscroll	Misc	M17	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
517	scroll5	Name of Message	0	Mscroll	Misc	M18	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
518	scroll5	Diary Page	0	Mscroll	Misc	M19	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
519	scroll5	Page from Agar's Journal	0	Mscroll	Misc	M20	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
520	scroll5	Remains of a Journal	0	Mscroll	Misc	M21	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
521	scroll5	Letter from the Dragon Riders	0	Mscroll	Misc	M22	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
522	scroll5	Letter from the Temple of Baa	0	Mscroll	Misc	M23	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
523	scroll5	Magical Ritual Notes	0	Mscroll	Misc	M24	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
524	scroll5	Name of Message	0	Mscroll	Misc	M25	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
525	scroll5	Orders from Snergle	0	Mscroll	Misc	M26	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
526	scroll5	Name of Message	0	Mscroll	Misc	M27	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
527	scroll5	Page from Corlagon's Diary	0	Mscroll	Misc	M28	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
528	scroll5	Letter to Marcus	0	Mscroll	Misc	M29	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
529	scroll5	Scrap from Gharik's Journal	0	Mscroll	Misc	M30	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
530	scroll5	Remnants of a Letter	0	Mscroll	Misc	M31	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
531	scroll5	Letter to Terrax	0	Mscroll	Misc	M32	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
532	scroll5	Loose Page	0	Mscroll	Misc	M33	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
533	scroll5	Journal Fragment	0	Mscroll	Misc	M34	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
534	scroll5	Letter to Agar	0	Mscroll	Misc	M35	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
535	scroll5	Letter to Gharik	0	Mscroll	Misc	M36	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
536	scroll5	Spiral Instructions	0	Mscroll	Misc	M37	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
537	scroll5	Captain's Code	0	Mscroll	Misc	M38	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
538	scroll5	First Mate's Code	0	Mscroll	Misc	M39	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
539	scroll5	Navigator's Code	0	Mscroll	Misc	M40	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
540	scroll5	Communication Officer's Code	0	Mscroll	Misc	M41	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
541	scroll5	Engineer's Code	0	Mscroll	Misc	M42	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
542	scroll5	Doctor's Code	0	Mscroll	Misc	M43	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
543	scroll5	Goblinwatch Code	0	Mscroll	Misc	M44	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
544	scroll5	Ritual of the Void	0	Mscroll	Misc	M45	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
545	scroll5	Roland's Journal	0	Mscroll	Misc	M46	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
546	scroll5	Proclamation	0	Mscroll	Misc	M47	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
547	scroll5	Name of Message	0	Mscroll	Misc	M48	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
548	scroll5	Name of Message	0	Mscroll	Misc	M49	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
549	scroll5	Name of Message	0	Mscroll	Misc	M50	1	2	0	Message Scroll	35	0	0	0	"A message scroll.  To read this message, pick the scroll up and left-click over the character picture in the inventory screen."
