															
Item #	Pic File	名称	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	未鉴定名称	Sprite Index	Shape	Equip X	Equip Y	介绍
392	book3	缩身大法	3000	Book	Misc	S93	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
393	book3	护身一日	3500	Book	Misc	S94	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
394	book4	死神之手	4000	Book	Misc	S95	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
395	book4	皎月魔光	5000	Book	Misc	S96	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
396	book5	神龙吐珠	6000	Book	Misc	S97	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
397	book5	末日审判	7500	Book	Misc	S98	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
398	book5	黑暗之神	10000	Book	Misc	S99	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
399															
400	ldagger3	莫德里德	20000	Weapon	Dagger	2d3	8	Artifact	15	神器	6	0	504	60	天下九大利刃之一，由兄弟会在寂静时代428年打制，是他们首次扩展暗黑魔法的成果。他们本来想创造利用他人生命为自己延年益寿的魔法，但没有成功，发明的魔法只能损害他人健康。（特殊威力：偷取生命）
401	hammer3	索尔	20000	Weapon	Mace	2d5	12	Artifact	15	神器	15	0	504	55	尽管没有人知道这件武器出自谁之手，但钻研军事历史的专家对它却刻骨铭心。在几个世纪的战斗中此武器辗转于多位勇士之手，最后一次出现是在寂静时代902年的西蒙加德战役中。此锤威力无比，能把对手击出几步开外。（特殊威力：强力）
402	2haxe3	柯南	20000	Weapon2	Axe	3d7	10	Artifact	15	神器	8	0	492	42	此战斧经魔法点化，专为屠龙斩魔之用。它能自动寻找它的主人，那些很容易遇到此类怪兽，而且有能力与它们战斗勇士。（特殊威力：屠龙斩魔）
403	brsword3	艾克斯卡力巴	20000	Weapon	Sword	3d4	12	Artifact	15	神器	3	0	503	1	尽管份量挺沉，但如果使用得当，则轻如鸿毛。艾克斯卡力巴给予使用者巨大的力量，安然避过这把传说之剑的攻击可不容易。（特殊威力：力量+30）
404	staff3	梅林	20000	Weapon2	Staff	2d4	8	Artifact	15	神器	17	0	483	18	惯例应由大祭司持有，但在频繁的宗教派别斗争中被遗失了。莫林的内部储存着魔力，供持有者随时取用。它的速度经魔法增强，攻击对手时快如闪电，势如疾风骤雨。（特殊威力：迅捷，魔法值+40）
405	bow5	帕西佛	20000	Missile	Bow	5d2	10	Artifact	15	神器	12	0	567	26	此物在寂静时代912年由弓箭手行会按照他们研制的程序点化。但不幸的是，当时大厅突然起火，研究计划毁于一旦，而且从海外运来用于量产的原料也被付之一炬。该行会从此一蹶不振，在寂静时代918年把帕西佛卖给了精灵族。此后又经多人转手。（特殊威力：迅捷和屠杀）
406	chn5icon	格拉海德	20000	Armor	Chain	8	30	Artifact	15	神器	21	0	0	0	可能是自从寂静时代以来天下最完美的锁甲。盔甲上附有魔力，坚硬无比，经受沉重的打击仍然安然无恙。（特殊威力：保护，生命值+25）
407	pl3icon	皮里诺	20000	Armor	Plate	20	36	Artifact	15	神器	22	0	0	0	这件盔甲以一个古代剑客的名字命名。它附有非凡的疗伤能力，使穿着者身受重伤后只要几个小时就可恢复如常。此盔甲分量不轻，可防止其主人在战斗中被击倒。（特殊威力：耐力+30，受打击恢复，恢复生命值）
408	sshield5	维拉里亚	20000	Shield	Shield	4	16	Artifact	15	神器	24	0	562	142	维拉里亚于木材大战中由埃拉西亚的大卫王四世委托制作。它不仅可以抵御普通的攻击，而且能使其主人的注意力集中在飞来的箭矢上，并将其神奇地拦截下来。此物还能大大提高使用者的精确值。（特殊威力：屏蔽，精确+30）
409	crown3a	亚瑟	20000	Helm	Misc	0	5	Artifact	15	神器	27	0	540	53	为了创造十全十美的神父之王，太阳教派创制了此物。为了显示使用者的超人意志和过人本领，它被赋予无穷的力量和高超的魔法。在使用时，领袖的王者之气将得到淋漓尽致的发挥。1073年，李普德发动了与其死对头月亮教派一决生死的大战，最后两败俱伤，相继灭亡。（特殊威力：众神之力，魔法值+25）
410	cape5a	潘德拉根	20000	cloak	Misc	1	10	Artifact	15	神器	29	0	493	87	这件披风原先是阴影教首领阿莱斯蒂亚·布莱恩的。披风极大地提高了他的运气和偷盗技巧，使他始终鸿运高照。布莱恩一生从未受到正义的惩罚，反而在穿着这件披风打牌时被人发现作弊而死于非命。（特殊威力：运气+30，偷窃，免疫中毒）
411	boots5	路西乌斯	20000	Boots	Misc	2	12	Artifact	15	神器	31	0	541	285	没人知道这双具有魔力的鞋子来自哪里，何时制造。许多传说把它描述成来自某个非同寻常的神秘圣地。这双鞋子给予其使用者超人的速度，而且行进时样子幽雅迷人。（特殊威力：速度+30）
412	ring9	珍妮弗	20000	Ring	Misc	0	2	Artifact	15	神器	32	0	0	0	这枚戒指是克里格斯城堡地下的炼金师教派所作。它能给予佩戴者额外的魔法能量，更使光明和黑暗魔法的施放变得简单。（特殊威力：魔法值+30，提升光明魔法和暗黑魔法的威力）
413	ring10	伊格蓝尼	20000	Ring	Misc	0	2	Artifact	15	神器	32	0	0	0	此戒指问世于1018年，由大祭司所罗门·斯通命人打制。它可以极大地提高使用者的牧师类魔法威力，并获得大量的魔法能量。（特殊威力：魔法值+25，提升肢体、心智、灵魂魔法威力）
414	amulet5	莫根	20000	Amulet	Misc	0	3	Artifact	15	神器	33	0	0	0	此物来临不明，在近百年中数易其主，在未得到此护身符之前他们都是名不见经传的小人物。这个神器有无穷的魔力，任何携带它的人无论是平民百姓还是三岁孩童，都将有轰轰烈烈的传奇生涯。（特殊威力：魔法值+20，提升火系、空气、水系、土系魔法威力）
415	lsword5	哈迪斯	30000	Weapon	Sword	3d3	15	Relic	20	圣物	1	0	502	8	这件威力无穷的兵器据说来自阴间，曾经滥杀无辜，沾满了血腥。它的刀口锋利无比，被它划破的伤口难以愈合。它不仅是件可怕的兵器，而且还可给予使用者盗贼大师般的陷阱拆卸技能和魔鬼般的躲避伤害能力。只要把它拿在手上，使用者的生命就会缓慢地流失。（特殊威力：毒系杀伤力+20，运气+20，偷窃，生命流失）
416	mace5	阿瑞斯	30000	Weapon	Mace	2d4	14	Relic	20	圣物	14	0	502	75	它是一件威力无穷的战斗锤棍，在火山中心冶炼而成。由于经过真火锤炼，可提高使用者的防火能力。（特殊威力：火系杀伤力+30，火系抗性+25）
417	trident3	波塞冬	30000	Weapon1or2	Spear	2d6	15	Relic	20	圣物	11	0	492	2	正是因为此兵器的出现才使李格纳的海军全体选择三股叉为其专用兵器。它在战斗中可使挥舞者异常暴怒，从而提高力量值、耐力值和精确值，但受伤毙命的危险也随之加大。由于战斗时勇气大增，对敌人的反击不屑一顾，毫不避让，所以容易受伤。但另一方面进攻是最好的防守，毙命的对手是不会反击的。（特殊威力：力量+20、耐力+20、精确+20、防御等级-10、速度-10）
418	axe5	克洛诺斯	30000	Weapon	Axe	4d2	14	Relic	20	圣物	7	0	490	63	与其说它是一件兵器不如说是一件魔法物品。它可以大大提高使用者的生命值，但运气值也随之下降。（特殊威力：生命值+100、运气-50）
419	2hsword3	赫克拉斯	30000	Weapon2	Sword	4d5	12	Relic	20	圣物	2	0	502	2	这柄巨剑造型古朴，毫无机关。它可给予使用者百人之力。但由于笨重无比，会减少使用者的智力值。（特殊威力：力量+50、耐力+20、智力-30）
420	bow5	阿缇密丝	30000	Missile	Bow	5d2	12	Relic	20	圣物	12	0	567	26	阿缇密丝附有雷电之力，可以发射霹雳闪电。虽然威力巨大，但必须小心使用，不然很容易引火烧身。（特殊威力：电系杀伤力+20，四项元素抗性-10）
421	chn5icon	阿波罗	30000	Armor	Chain	8	38	Relic	20	圣物	21	0	0	0	这件独一无二的铠甲可提高穿着者的运气值，使他逃脱元素魔法的攻击。但它消耗穿着者身上的能量，穿着此盔甲带有一定风险。（特殊威力：四项元素抗性+20，运气+20，耐力-30）
422	pl3icon	宙斯	30000	Armor	Plate	20	44	Relic	20	圣物	22	0	0	0	这件盔甲原属于众神。由于长时间落在野蛮人酋长手里，所以可以使穿着者的生命力和魔法能量有极大提高。但也要因此付出沉重的代价，穿着者会变得蠢笨如牛，说不定哪一天就会死于非命，但同时运气值会有所提高，可以抵消一些负面影响。穿着者经常会笨得连脱下盔甲也想不起来。（特殊威力：生命值+50、魔法值+50、运气+50、智力-50）
423	lshield5	伊杰斯	30000	Shield	Shield	6	23	Relic	20	圣物	24	0	535	131	传说它是众神赐予人类抵御美杜莎女妖的礼物。这件盾牌可以反射美杜莎的石化目光以避免被石化。它还拥有防御弓箭的魔力。但因为此盾牌沉重无比，使用者的行动速度也随之减慢。（特殊威力：免疫石化魔法，屏蔽，运气+20，速度-20）
424	crown3a	奥丁	30000	Helm	Misc	0	10	Relic	20	圣物	27	0	540	53	此头冠可以抵御各种元素魔法的攻击，但穿戴者的行动速度会大大降低。（特殊威力：四项元素抗性+50，速度-40）
425	cape5a	阿特拉斯	30000	cloak	Misc	1	15	Relic	20	圣物	29	0	490	80	传说神灵因为它的魔力使行动速度减慢而丢弃了它。它可以赋予使用者无与伦比的力量，但速度大大降低。（特殊威力：力量+100，速度-40）
426	boots5	赫尔墨斯	30000	Boots	Misc	2	15	Relic	20	圣物	31	0	541	285	这是寂静时代之前的遗物。尽管闲置不用时非常沉重，但使用时轻巧自如。使用者的肌肉和神经系统都有很大提高，行动速度将快得难以置信。但同时精确值也有所下降，有时会付出惨重的代价。此物长久以来已经数易其主，每个人都因为速度过快而死于非命，比如冲上山顶之后从悬崖上掉了下来。（特殊威力：速度+100，精确-40）
427	ring9	阿芙罗黛缇	30000	Ring	Misc	0	4	Relic	20	圣物	32	0	0	0	一些笨蛋找了它几个世纪。这个美丽的戒指能使皮肤光滑，嗓音清澈，体态优美，从而提高其个性值。但此物被邪恶的魔力诅咒，常会使携带者死于非命。（特殊威力：个性+100，运气-40）
428	ring10	雅典娜	30000	Ring	Misc	0	4	Relic	20	圣物	32	0	0	0	这是学者的戒指，戴上它智力将有惊人的提高，但同时力量会急剧下降。尽管知道力量将会减弱到极限，大多数魔法师依然无法抵御它的巨大诱惑而心甘情愿戴上此戒指。（特殊威力：智力+100，力量-40）
429	amulet5	赫拉	30000	Amulet	Misc	0	6	Relic	20	神器	33	0	0	0	有时它是笨蛋的护身符。这件寂静时代之前的遗物可以让使用者的体力、魔法能量和运气都有极大提高，但代价是个性的缺失。穿着此盔甲后面部呆滞，目光无神，声音单调。（特殊威力：生命值+50，魔法值+50，运气+50，个性-50）
430	pouch1	皮囊	0	N / A	Misc	0	0	3	0	皮囊	69	0	0	0	一个小皮囊
431	pouch2	皮囊	0	N / A	Misc	0	0	3	0	皮囊	69	0	0	0	一个小皮囊
432	pouch3	皮囊	0	N / A	Misc	0	0	3	0	皮囊	69	0	0	0	一个小皮囊
433	hglass	时间沙漏	0	N / A	Misc	0	0	2	0	时间沙漏	71	0	0	0	任务物件：外壳为水晶玻璃，木质骨架，里面装满珍珠砂，已经魔法点化。
434	chalice	圣杯	0	N / A	Misc	0	0	4	0	圣杯	72	0	0	0	任务物件：此高脚杯白银打造，两边和底座镶有白金。杯中可隐约听得微弱的声音。
435	horn	罗斯之角	0	N / A	Misc	0	0	4	0	角	73	0	0	0	是在流星雨之夜除掉的巨龙罗斯的犄角。可使其持有者更精确地感知对手的受伤情况。
436	gem1	珠宝	4000	N / A	Misc	0	0	5	0	珠宝	116	0	0	0	宝石
437	gem2	月亮石	1000	N / A	Misc	0	0	5	0	珠宝	117	0	0	0	月亮石
438	gem3	黄宝石	1200	N / A	Misc	0	0	5	0	珠宝	118	0	0	0	经雕琢的琥珀
439	gem4	红宝石	2200	N / A	Misc	0	0	5	0	珠宝	119	0	0	0	经简单加工的红宝石
440	gem5	紫水晶	1400	N / A	Misc	0	0	5	0	珠宝	120	0	0	0	紫水晶
441	gem6	绿宝石	1600	N / A	Misc	0	0	5	0	珠宝	121	0	0	0	绿宝石
442	gem7	紫黄宝石	1800	N / A	Misc	0	0	5	0	珠宝	122	0	0	0	紫黄宝石
443	gem8	太阳石	2000	N / A	Misc	0	0	5	0	珠宝	123	0	0	0	精雕细刻的太阳宝石
444	gem9	绿宝石	2500	N / A	Misc	0	0	5	0	珠宝	124	0	0	0	白色的绿宝石
445	gem10	蓝宝石	3000	N / A	Misc	0	0	5	0	珠宝	125	0	0	0	大块的蓝宝石
446	crysball	第三只眼	0	N / A	Misc	0	0	1	0	珠宝	75	0	0	0	任务物件：金色底座上镶有一大块完美无瑕的紫色美玉。
447	tarot	命运台	0	N / A	Misc	0	0	3	0	命运之台	76	0	0	0	一副又冷又沉的算命扑克。使用时拣起扑克置于某个角色头像上并击鼠标右键。
448	ankh	十字架	0	N / A	Misc	0	0	5	0	十字架	77	0	0	0	任务物件：由羊鸣教神父赐予的表示忠贞程度的饰物。上面刻有杰拉德·布莱克墨斯的名字。
449	cndlabra	蜡烛台	0	N / A	Misc	0	0	5	0	蜡烛台	78	0	0	0	任务物件：由羊鸣教制作的白银蜡烛台，为该教信物。
450	statuet1	虎像	0	N / A	Misc	0	0	3	0	虎像	79	0	0	0	任务物件：一个虎形小雕像。制作精美，栩栩如生。
451	statuet2	熊像	0	N / A	Misc	0	0	3	0	熊像	80	0	0	0	任务物件：一个熊形小雕像。制作精美，栩栩如生。
452	statuet3	狼像	0	N / A	Misc	0	0	3	0	狼像	81	0	0	0	任务物件：一个狼形小雕像。制作精美，栩栩如生。
453	statuet4	鹰像	0	N / A	Misc	0	0	3	0	鹰像	82	0	0	0	任务物件：一个鹰形小雕像。制作精美，栩栩如生。
454	statuet5	龙像	0	N / A	Misc	0	0	3	0	龙像	83	0	0	0	任务物件：一个龙形小雕像。制作精美，栩栩如生。
455	claw	龙爪	0	N / A	Misc	0	0	6	0	龙爪	84	0	0	0	任务物件：长牙巨龙的前爪。
456	cube	控制块	0	N / A	Misc	0	0	6	0	控制块	85	0	0	0	任务物件：一种晶莹的立方体。
457	shard	德里克斯的水晶	0	N / A	Misc	0	0	3	0	德里克丝的水晶	86	0	0	0	任务物件：这块石头采自一块巨大的水晶。中央闪烁着幽幽寒光。
458	blkperl	腐败珍珠	0	N / A	Misc	0	0	4	0	黑珍珠	87	0	0	0	任务物件：这个巨大的黑珍珠闪烁着邪恶的光芒。
459	wytprl	纯洁珍珠	0	N / A	Misc	0	0	4	0	白珍珠	88	0	0	0	任务物件：这颗白珍珠白璧无瑕，圆润放光，触摸时寒气逼人。
460	rose	玫瑰花	0	N / A	Misc	0	0	1	0	玫瑰	89	0	0	0	此玫瑰常年不谢，娇嫩欲滴。如同刚采摘下来一样。
461	bell	坦耐尔之铃	0	N / A	Misc	0	0	3	0	铃	90	0	0	0	任务物件：此银铃可奏出高亢的声音。
462	gong	庙锣	0	N / A	Misc	0	0	3	0	锣	91	0	0	0	一面小锣，为神庙进行仪式时使用。
463	horsshu	马蹄铁	0	N / A	Misc	0	0	6	0	马蹄铁	92	0	0	0	此马蹄铁由白银制成，尽善尽美。使用时，拣起该马蹄铁置于某个角色头像上并击右键。
464	skull	埃斯里克的头骨	0	N / A	Misc	0	0	3	0	头骨	93	0	0	0	任务物件：此物件触摸时有难以觉察的刺痛感，表明在他死后躯体上仍附有强大的魔法。
465	thybone	骨头	0	N / A	Misc	0	0	3	0	骨头	94	0	0	0	人类或类人怪兽的腿骨。
466	crysskull	水晶头骨	0	N / A	Misc	0	0	2	0	水晶头骨	95	0	0	0	由水晶雕刻成人类头骨形状。
467	shovel	铲	0	N / A	Misc	0	0	6	0	铲	96	0	0	0	一把铲
468	lockpick	锁凿	0	N / A	Misc	0	0	4	0	锁凿	97	0	0	0	一把简单的锁凿
469	rope	绳子	0	N / A	Misc	0	0	2	0	绳子	98	0	0	0	结实的麻绳
470	stone	天然磁石	0	N / A	Misc	0	0	6	0	石头	99	0	0	0	太阳马戏团的纪念品。在马戏团主帐篷可换取一点。
471	quill	鹰身女妖的羽毛	0	N / A	Misc	0	0	1	0	鹰身女妖的羽毛	100	0	0	0	太阳马戏团的纪念品。在马戏团主帐篷可换取三点。
472	pyramid	金字塔	0	N / A	Misc	0	0	5	0	金字塔	101	0	0	0	太阳马戏团的奖励。底部刻有马戏团的图形和“阿卜杜”的名字。
473	keg	桶装酒	0	N / A	Misc	0	0	5	0	筒	104	0	0	0	太阳马戏团的奖励。底部刻有马戏团的图形和“阿卜杜”的名字。
474	egg	眼镜蛇蛋	0	N / A	Misc	0	0	1	0	蛋	105	0	0	0	这个沉重的蛋看上去是什么大鸟，或是爬行动物，或是……怪兽孵的。
475	chime	美妙钟琴	0	N / A	Misc	0	0	4	0	钟琴	106	0	0	0	任务物件：装有铜弦的钟琴，上面刻有羊鸣教的记号。
476	tooth	牙齿	0	N / A	Misc	0	0	4	0	牙齿	107	0	0	0	取自一些巨型怪兽嘴里的大牙。
477	clover	四叶草	0	N / A	Misc	0	0	1	0	四叶草	108	0	0	0	太阳马戏团的纪念品。在马戏团主帐篷可换取五点。
478	flute	长笛	0	N / A	Misc	0	0	4	0	长笛	109	0	0	0	镶银的木质长笛
479	harp	竖琴	0	N / A	Misc	0	0	3	0	竖琴	110	0	0	0	任务物件：精雕细刻的木质竖琴。
480	jewelegg	宝石	0	N / A	Misc	0	0	3	0	珠宝	111	0	0	0	里面藏有珠宝的蛋，尽管价值连城，但无法打开。
481	heart	蜘蛛女王的心	0	N / A	Misc	0	0	2	0	心	112	0	0	0	任务物件：杀死蜘蛛女王的血腥战利品。
482	amber	琥珀	0	N / A	Misc	0	0	3	0	琥珀	113	0	0	0	一块日积月累，久经磨炼的翡翠。外面包有咖啡色矿物质。
483	aladnlmp	神灯	0	N / A	Misc	0	0	5	0	神灯	114	0	0	0	可以出现小精灵的神奇油灯。
484	apple	苹果	0	N / A	Misc	0	0	2	0	苹果	115	0	0	0	一个诱人的苹果。
485	nwcapea	羊鸣披风	0	Cloak	Misc	1	4	2	0	披风	29	10	490	85	任务物件：绣有红色记号的黑色披风，记号是一把剑刺穿一个球，真是不祥的标志。
486	keyring	龙塔钥匙	0	N / A	Misc	0	0	6	0	钥匙戒指	68	0	0	0	任务物件：打开恩洛斯各地城镇龙塔的一套钥匙。
487	keys1	加里克实验室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	任务物件：一把钥匙
488	keys2	斯纳格秘室钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	任务物件：一把钥匙
489	keys3	大耳怪前哨钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	任务物件：一把钥匙
490	keys4	钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
491	keys5	钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
492	keys6	魔法师的钥匙	0	N / A	Misc	0	0	6	0	钥匙	67	0	0	0	一把钥匙
493	map	地图	0	N / A	Misc	0	0	1	0	地图	103	0	0	0	用毛皮和皮纸制成的地图。
494	map	地图	0	N / A	Misc	0	0	1	0	地图	103	0	0	0	用毛皮和皮纸制成的地图。
495	map	地图	0	N / A	Misc	0	0	1	0	地图	103	0	0	0	用毛皮和皮纸制成的地图。
496	map	地图	0	N / A	Misc	0	0	1	0	地图	103	0	0	0	用毛皮和皮纸制成的地图。
497	map	地图	0	N / A	Misc	0	0	1	0	地图	103	0	0	0	用毛皮和皮纸制成的地图。
498	axe4	斯纳格的战斧	0	Weapon	Axe	4d2	9	5	0	战斧	7	9	497	66	任务物件：恩洛斯最上乘的由矮人族打造的战斧。锋刃上附有该族的咒符，里面隐藏有斯纳格的名字。
499	lshield3	科尔本爵士的盾牌	0	Shield	Shield	6	3	4	0	大盾	23	0	542	129	任务物件：这块盾牌被打扁了，但仍然看得到它的底部刻有科尔本的名字。
500	scroll5	消息名称	0	Mscroll	Misc	M1	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
501	scroll5	消息名称	0	Mscroll	Misc	M2	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
502	scroll5	赞诺费克斯的信件	0	Mscroll	Misc	M3	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
503	scroll5	敌人名单	0	Mscroll	Misc	M4	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
504	scroll5	阴影教的密令	0	Mscroll	Misc	M5	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
505	scroll5	信件	0	Mscroll	Misc	M6	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
506	scroll5	恶魔计划	0	Mscroll	Misc	M7	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
507	scroll5	大主教的密令	0	Mscroll	Misc	M8	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
508	scroll5	拆开信件	0	Mscroll	Misc	M9	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
509	scroll5	赞诺克斯的信件	0	Mscroll	Misc	M10	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
510	scroll5	塞德里克的信件	0	Mscroll	Misc	M11	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
511	scroll5	信件碎片	0	Mscroll	Misc	M12	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
512	scroll5	致斯纳格的信件	0	Mscroll	Misc	M13	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
513	scroll5	贼盗王子的信件	0	Mscroll	Misc	M14	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
514	scroll5	消息名称	0	Mscroll	Misc	M15	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
515	scroll5	精美的信件	0	Mscroll	Misc	M16	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
516	scroll5	致贼盗王子的信件	0	Mscroll	Misc	M17	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
517	scroll5	消息名称	0	Mscroll	Misc	M18	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
518	scroll5	日记页张	0	Mscroll	Misc	M19	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
519	scroll5	阿加的旅行日记	0	Mscroll	Misc	M20	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
520	scroll5	游记残页	0	Mscroll	Misc	M21	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
521	scroll5	驯龙者的信件	0	Mscroll	Misc	M22	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
522	scroll5	羊鸣庙的信件	0	Mscroll	Misc	M23	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
523	scroll5	魔法仪式记录	0	Mscroll	Misc	M24	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
524	scroll5	消息名称	0	Mscroll	Misc	M25	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
525	scroll5	斯纳格的密令	0	Mscroll	Misc	M26	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
526	scroll5	消息名称	0	Mscroll	Misc	M27	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
527	scroll5	考勒根的日记	0	Mscroll	Misc	M28	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
528	scroll5	致马库斯的信件	0	Mscroll	Misc	M29	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
529	scroll5	加里克的游记残页	0	Mscroll	Misc	M30	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
530	scroll5	信件残骸	0	Mscroll	Misc	M31	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
531	scroll5	致德里克斯的信件	0	Mscroll	Misc	M32	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
532	scroll5	松散字页	0	Mscroll	Misc	M33	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
533	scroll5	游记片段	0	Mscroll	Misc	M34	1	2	0	消息卷宗	35	0	0	0	一本消息卷轴。阅读时拣起该卷轴，置于在行囊屏幕中的某个角色全身像上，并击鼠标左键。
