Id	Name	NotIdentifiedName 	Notes
1911	Immolation	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1912	Meteor Shower	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1913	Inferno	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1914	Incinerate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1915	Wizard Eye	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1916	Feather Fall	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1917	Air Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1918	Air Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1919	Sparks	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1920	Sparks	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1921	Jump	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1922	Shield	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1923	Lightning Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1924	Invisibility	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1925	Implosion	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1926	Fly	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1927	Starburst	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1928	Awaken	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1929	Poison Spray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1930	Water Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1931	Water Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1932	Ice Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1933	Ice Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1934	Water Walk	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1935	Recharge Item	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1936	Acid Burst	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1937	Enchant Item	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1938	Town Portal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1939	Ice Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1940	Lloyd's Beacon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1941	Stun	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1942	Slow	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1943	Earth Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1944	Earth Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1945	Deadly Swarm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1946	Deadly Swarm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1947	Stone Skin	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1948	Blades	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1949	Stone to Flesh	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1950	Rock Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1951	Telekinesis	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1952	Death Blossom	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1953	Mass Distortion	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1954	Detect Life	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1955	Bless	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1956	Fate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1957	Fate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1958	Turn Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1959	Turn Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1960	Remove Curse	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1961	Preservation	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1962	Heroism	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1963	Spirit Lash	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1964	Raise Dead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1965	Shared Life	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1966	Resurrection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1967	Telepathy	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1968	Remove Fear	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1969	Mind Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1970	Mind Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1971	Mind Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1972	Mind Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1973	Charm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1974	Cure Paralysis	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1975	Berserk	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1976	Mass Fear	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1977	Cure Insanity	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1978	Psychic Shock	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1979	Enslave	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1980	Cure Weakness	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1981	Heal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1982	Body Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1983	Body Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1984	Harm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1985	Harm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1986	Regeneration	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1987	Cure Poison	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1988	Hammerhands	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1989	Cure Disease	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1990	Protection from Magic	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1991	Flying Fist	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1992	Power Cure	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1993	Light Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1994	Destroy Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1995	Dispel Magic	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1996	Dispel Magic	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1997	Paralyze	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1998	Paralyze	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1999	Summon Wisp	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2000	Day of the Gods	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2001	Prismatic Light	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2002	Day of Protection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2003	Hour of Power	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2004	Sunray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2005	Divine Intervention	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
2006	Reanimate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2007	Toxic Cloud	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2008	Vampiric Weapon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2009	Vampiric Weapon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2010	Shrinking Ray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2011	Shrinking Ray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2012	Shrapmetal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2013	Control Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2014	Pain Reflection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2015	Dark Grasp	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2016	Dragon Breath	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2017	Armageddon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2018	Souldrinker	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
2019			
2020	Mordred	Artifact	"One of nine such blades in the world, Mordred was made by the Brotherhood in 428 A.S. as part of their first experiments in the development of Dark Magic.  Their hope was to find a way to extend one person's life at the expense of another's, but instead of reversing ages, they merely found a way to steal health.  (Special Powers:  Vampiric)"
2021	Thor	Artifact	"The origins of Thor are lost in time, but this mighty barbarian weapon is well remembered by military historians.  The weapon has been used in battles by many owners for centuries, although its last appearance was at the battle of Shimengard in 902 A.S..  The force of a blow from this hammer is so powerful that it can knock foes several feet back away from the wielder.  (Special Powers:  Force)"
2022	Conan	Artifact	This mighty axe is enchanted to destroy dragons and devils.  It has a way of finding an owner who is both likely to come across such monsters and is strong enough to fight them.  (Special Powers:  Devil and Dragon Slaying)
2023	Excalibur	Artifact	"Heavy, yet seemingly light as a feather in skilled hands, Excalibur confers great might upon its wielder.  Opponents do not easily walk away from blows struck by this legendary weapon.  (Special Powers:  +30 Might)"
2024	Merlin	Artifact	"Traditionally carried by the High Druid, but lost during struggles over religious doctrine, Merlin acts as a reservoir of spell power the wielder can draw upon at any time.  Merlin is enchanted with swiftness, and rains blows upon enemies much faster than an ordinary staff. (Special Powers:  Swiftness and +40 Spell Points)"
2025	Percival	Artifact	"Percival was enchanted by the Archer's Guild in 912 A.S. as the prototype in an enchantment process they were developing at the time.  Unfortunately, a suspicious fire broke out at the guild hall, ruining the development plans and destroying the exotic materials needed to create more Percivals.  The guild never recovered from their losses, and sold Percival to the Elves in 918 A.S..  It has since changed hands many times.  (Special Powers:  Swiftness and Carnage)"
2026	Galahad	Artifact	"Perhaps the finest chain mail created since the Silence, Galahad's material strength enchantments are so strong they are somewhat conferred upon the wearer's body, making it capable of withstanding much more abuse than normal.  (Special Powers:  Protection and +25 Hit Points)  "
2027	Pellinore	Artifact	"Named after an ancient knight, Pellinore fortifies the wearer with an unnatural health so strong that the wearer heals from serious injuries in a matter of hours.  The armor is quite heavy, and protects the wearer from being knocked about during combat.  (Special Powers:  +30 Endurance, Hit Recovery, and Hit Point Regeneration)"
2028	Valeria	Artifact	"Commissioned by King David IV of Erathia during the Timber Wars, Valeria not only shields the user from normal blows, but helps intercept many incoming arrows by magically focusing the wielder's attention on the flight of the missile.  The same enchantment that makes the shielding effect possible also increases the wielder's accuracy enormously.  (Special Powers:  Shielding and +30 Accuracy)"
2029	Arthur	Artifact	"In their endless quest to create the perfect Priest-King, the priests of the Church of the Sun created Arthur and imbued it with the power to heighten the wearer's personal abilities, as well as confer more magical energy.  It worked, heightening their King's natural abilities--and his pride.  In 1073, Leopold VII started a holy war against the rival Church of the Moon, grinding both organizations into poverty and ultimately resulting in their demise.  (Special Powers:  'of the Gods' and +25 Spell Points)"
2030	Pendragon	Artifact	"This cape originally belonged to Alastair Blane, Master thief of the Shadow Guild.  The cape increased his luck and certain thieving skills tremendously, enabling him to pursue a long and prosperous career.  Blane was never brought to justice for his crimes--he was instead killed over a card game for cheating while wearing the cloak to better his chances.  (Special Powers:  +30 Luck, Thievery, Immunity to Poison)"
2031	Lucius	Artifact	"No one knows where or when these magical boots were made, but many tales refer to them turning up in the most unusual places.  They grant their wearer superhuman quickness and grace of motion.  (Special Powers:  +30 Speed)"
2032	Guinevere	Artifact	"Guinevere was created by the Alchemist Guild under the stones of Castle Kriegspire many years ago.  It boosts the magical resources available to its wearer, and eases the use of spells of the Mirrored Path.  (Special Powers:  +30 Spell Points, 'of Light Magic' and 'of Dark Magic')"
2033	Igraine	Artifact	"Lord Solomon Stone had this ring commissioned during his tenure as High Priest of the Path in 1018.  It gives a huge boost to a user's ability in clerical magic, as well as access to a good deal of magical energy.  (Special Powers:  +25 Spell Points and 'of Body, Mind, and Spirit Magic')"
2034	Morgan	Artifact	"Though Morgan's origins are unknown, Morgan has had many owners in the last hundred years, all of them unknown before finding the amulet.  The amulet is so mighty, as a matter of fact, that any peasant or child that lays hands on it is sure to become a legend in his own time.  (Special Powers:  +20 Spell Points and 'of Fire, Air, Water, and Earth Magic')"
2035	Hades	Relic	"A powerful weapon said to have been delivered up from the Netherworld in response to the wish of a prolific mass murderer.  The weapon inflicts terrible wounds with its razor sharp edge and drips acid constantly.  Not only a terrible weapon, the sword bestows the cunning of a master thief for disarming traps and the luck of the devil in escaping the damage they do.  Hades draws its power from its wielder slowly and constantly.  (Special Powers:  +20 Poison Damage, +20 Luck, Thievery, and Negative Regeneration)"
2036	Ares	Relic	"A powerful war-mace, Ares burns with fires from the heart of the mountain it was made from.  The same magic that causes it to burn with a terrible fire bestows resistance to fire upon its wielder.  (Special Powers:  +30 Fire Damage, +25 Fire Resistance)"
2037	Poseidon	Relic	"This trident is probably what inspired the Regnan navy to adopt the trident as their favorite weapon of war.  Poseidon fills its wielder with a frightening battle rage, increasing the wielder's might, endurance and accuracy at the cost of personal safety.  So consuming is the wielder's desire to smite his enemies while using Poseidon that he neglects to dodge blows he might otherwise have avoided.  On the other hand, dead enemies (usually) don't fight back.  (Special Powers:  +20 Might, +20 Endurance, +20 Accuracy, -10 Armor Class, and -10 Speed)"
2038	Cronos	Relic	"More a magical curiosity than a truly useful weapon, Cronos increases the wielder's vitality fantastically, and decreases his luck by half as much.  (Special Powers:  +100 Hit Points and -50 Luck)"
2039	Hercules	Relic	"A huge sword meant for the unsubtle, Hercules fills its wielder with the strength of a hundred men.  In keeping with its 'big and stupid' theme, the sword reduces the intelligence of its wielder while held.  (Special Powers:  +50 Might, +20 Endurance, and -30 Intellect)"
2040	Artemis	Relic	"Graced with the might of thunder, Artemus fires bolts magically charged with electricity.  While powerful, the user of the bow should be careful--elemental magics seem drawn to the bow, and do more damage when they hit the wielder.  (Special Powers:  +20 Electricity damage, -10 to Resistances)"
2041	Apollo	Relic	"This unique armor graces its owner with luck, helping him to escape the brunt of most elemental attacks.  It draws its energy, however, from the constitution of its wearer, making the wearing of this armor a risky proposition.  (Special Powers:  +20 to Resistances, +20 Luck, and -30 Endurance)"
2042	Zeus	Relic	"Perhaps this suit of armor was meant only for the Gods.  Worn at times by barbarian chieftains, the armor will increase the physical vitality and magical energy the wearer has at his disposal, but at a terrible cost.  House plants have been known to score higher on intelligence tests than wearers of this armor.  One would think that accidental death would surely follow such a precipitous loss of thought, yet the luck the armor bestows seems to prevent disaster.  Often the wearer of the armor becomes so stupid he forgets to remove it.  (Special Powers:  +50 Hit Points, +50 Spell Points,  +50 Luck, and -50 Intellect)"
2043	Aegis	Relic	"Legend has it this shield was given as a gift from the Gods to a man wishing to fight the terrible medusas in their stronghold.  The shield is reflective and prevents the wielder from being frozen by the stoning gaze of the medusa.  It also carries an enchantment that helps protect against arrows, but the shield is very heavy and will slow the user down a bit.  (Special Powers:  Immune to Flesh to Stone effects, Shielding +20 Luck, and -20 Speed)"
2044	Odin	Relic	"This crown is a mighty relic that protects against elemental magic attacks of all kinds, but has a flaw that slows the wearer down tremendously.  (Special Powers:  +50 to Resistances and -40 Speed)"
2045	Atlas	Relic	"Legends say this cape was discarded by a God who became annoyed with the cape's magical slowing of his actions.  It confers an incomparable might to its wearer, at a large cost to speed.  (Special Powers:  +100 Might and -40 Speed)"
2046	Hermes	Relic	"A relic from before the Silence, these boots must conceal some hidden magic as they are very heavy, yet light once worn.  They act upon the nerves and muscles of their wearer, heightening his speed and reflexes to inhuman levels, but simultaneously causing inaccuracy and over-compensation.  The boots have been owned by many through the ages, all of whom have died from some speed related accident, like running up a hill at blazing speeds and then falling down the cliff at the top.  (Special Powers:  +100 Speed and -40 Accuracy)"
2047	Aphrodite	Relic	"Desired and sought after by the foolish for ages, this beautiful ring smoothes the skin, clears the voice, and dramatically improves the physical beauty of its wearer, as well as enhancing the personality.  The ring also carries a curse of ill luck, and the wearer usually dies of some tragic accident soon after finding the ring.  (Special Powers:  +100 Personality and -40 Luck)"
2048	Athena	Relic	"Also known as the Scholar's Ring, Athena vastly sharpens and improves the intellect of its wearer at the cost physical might.  Though the effect upon the physical body is nearly crippling, most sorcerers find the temptation to wear the ring too great to resist.  (Special Powers:  +100 Intellect and -40 Might)"
2049	Hera	Relic	"Sometimes referred to as the Amulet of the Fool, this curious relic from before the Silence dramatically increases the personal vitality, magical energy, and luck of the wearer at the expense of personality.  While the armor is worn, the face goes slack, the eyes vacant, and the voice subsides to a monotone.  (Special Powers:  +50 Hit Points, +50 Spell Points, +50 Luck, and -50 Personality)"
2050	Leather Pouch	Leather Pouch	A small leather pouch.
2051	Leather Pouch	Leather Pouch	A small leather pouch.
2052	Leather Pouch	Leather Pouch	A small leather pouch.
2053	Hourglass of Time	Hourglass	"Quest Item: A fine hourglass made of crystal, framed with teak wood and filled with crushed pearl dust.  It is obviously enchanted."
2054	Sacred Chalice	Chalice	"Quest Item: A chalice of silver with white gold tracery work detailing the sides and base.  A faint, steady humming sound can be heard coming from the cup of the chalice."
2055	Horn of Ros	Horn	"A horn from the dragon Ros, killed during the Night of Shooting Stars.  This horn enables its owner to more accurately sense the wounds of his opponent."
2056	Diamond	Gem	A diamond.
2057	Moonstone	Gem	A moonstone.
2058	Topaz	Gem	A sculpted piece of amber.
2059	Ruby	Gem	"A ruby with a simple, efficient cut."
2060	Amethyst	Gem	An amethyst.
2061	Emerald	Gem	An emerald.
2062	Purple Topaz	Gem	A purple topaz
2063	Sunstone	Gem	A finely cut sunstone.
2064	Emerald	Gem	A pale emerald.
2065	Sapphire	Gem	A large Sapphire.
2066	The Third Eye	Gem	"Quest Item:  A large, flawless, purple gem on a golden base."
2067	Deck of Fate	Deck of Fate	"A pack of cold, heavy Tarot cards.  To use,  pick the cards up and right-click over a character's portrait."
2068	Ankh	Ankh	"Quest Item: A symbolic item given by priests of Baa to signify the faithful, this ankh is inscribed with the name 'Gerrard Blackames.'"
2069	Candelabra	Candelabra	Quest Item: A silver candelabra etched with symbols of Baa.
2070	Tiger Statuette	Tiger Statuette	"Quest Item: A tiger statuette.  Though highly stylized, there is something remarkably lifelike about it."
2071	Bear Statuette	Bear Statuette	"Quest Item: A bear statuette.  Though highly stylized, there is something remarkably lifelike about it."
2072	Wolf Statuette	Wolf Statuette	"Quest Item: A wolf statuette.  Though highly stylized, there is something remarkably lifelike about it."
2073	Eagle Statuette	Eagle Statuette	"Quest Item: An eagle statuette.  Though highly stylized, there is something remarkably lifelike about it."
2074	Dragon Statuette	Dragon Statuette	"Quest Item: A dragon statuette.  Though highly stylized, there is something remarkably lifelike about it."
2075	Dragon Claw	Dragon Claw	Quest Item: A claw from Longfang Witherhide's forepaw.
2076	Control Cube	Control Cube	"Quest Item: A perfectly smooth, metallic cube."
2077	Crystal of Terrax	Crystal	Quest Item: This stone looks like it was cut or chipped off a much larger crystal.  A faint light glimmers at the heart of the crystal.
2078	Pearl of Putrescence	Black Pearl	Quest Item:  This large black pearl radiates an unholy aura.  
2079	Pearl of Purity	White Pearl	"Quest Item: This large white pearl is perfectly round and smooth, and always seems cool to the touch."
2080	Rose	Rose	"The top of a perfect, long stemmed rose.  It seems curiously fresh, as though plucked moments ago."
2081	Tanir's Bell	Bell	Quest Item:  The tone given by this small silver bell seems…wrong.  It should be much higher than it is.
2082	Temple Gong	Gong	"A small gong, used during temple services."
2083	Magic Horseshoe	Horseshoe	"This flawless horseshoe is made of silver.  To use,  pick the horseshoe up and right-click over a character's portrait."
2084	Ethric's Skull	Skull	"Quest Item: Ethric's skull tingles almost imperceptibly to the touch, evidence of the powerful magics that have bound his body so long after his death."
