News # 	Text	Notes / Topic	
645	Different inns charge different amounts for the food they sell, but don't be fooled.  The more expensive food will generally last longer than the cheaper stuff.  It's important to have food that will last when you plan to be out for long periods of time.	Food Prices
646	I can't say I know much about travel over water, but from what I've heard, you can either take a ship to the islands, or Walk on Water to get there.  Ships all have complicated itineraries– be sure to ask the shipping company before you book passage when they do return voyages!	Island travel
647	It's a shame that Catherine was pulled away to her father's funeral so soon after Roland's death.  That poor woman has suffered too many tragedies too soon.  It's even sadder that she's leaving Nicolai here while she's gone.  He's too young to have to deal with all of this on top of the crises affecting the kingdom.	Catherine
648	The Necromancer's Guild first appeared publicly during Archibald's brief reign 10 years ago.  They were around before that, but they kept themselves secret, knowing people wouldn't appreciate them.  When Roland became king, he outlawed the guild and ordered the leaders arrested.  None of them stayed around long enough for that, though, and now they're nowhere to be found.	Necromancers
649	There are many islands that can only be reached with a combination of boat travel and the Walk on Water spell.  Many of them are inhabited by the most horrible of monsters, but often the finest treasures can be found on them.	Islands
650	Dragons are not only adept combatants, they are wily spell casters.  Few people appreciate the dragons' grasp of magic, and many cocky warriors find themselves unprepared for the dragons' true power.	Dragons
651	Erathia is out of even Town Portal's long range.  That continent is a full six week's worth of sea travel away.  There are a lot of islands and sub-continents between here and there, all of them filled with petty kingdoms and tribes looking to rob travelers of their valuables, their freedom, or their lives.	Erathia
652	I've seen a few devils in my travels, and they are fierce to behold.  I've had to rescue a few people from devil attacks, and I  was amazed at their coordination and prowess in combat.  They must have excellent training to be that proficient.	Devils
653	I fear the Night of Shooting Stars was an omen of the worst kind.  It didn't take long for our good king to disappear after that night, and for the Temple of Baa to arrive, did it?  And all this talk about devils in the west…these are evil omens indeed!	Night of Shooting Stars
654	Once I was hired by a noble to entertain him and his wife on Star Lake, playing music while they picnicked in a boat. When we approached the south end of the island at the center of the lake, we saw the most hideous beast– a woman with snakes for hair– on the shore of the island.  She took one look at my noble benefactors and they turned to stone before my eyes.  It was all I could do to row away before I joined them.	Medusas
655	Flight spells provide a way to get past mountains and walls and other such obstacles.  There is a limit on how high you can fly with the Fly spell, though.  Some peaks rise too high to pass with magical flying.	Flight Spells
656	Hareck IX has got to be the best leader in the world.  Not only is he the only Emperor in the world, he's the only leader I've ever heard of that does common work like the rest of his people.  Like when there's taxes to be collected on shipping, Hareck's right there with the rest of us.  Boarding, fighting, cursing, drinking, whatever.  Hareck's a real down to earth kind of Emperor.	Hareck IX
657	Every squire knows that a weapon is of no use broken.  Every warrior should know how to repair his own equipment, or be at the whim of the smiths' schedules.  Knowing how to repair your weapon is part of mastering your weapon.	Repairing
658	Of all the malicious mischief makers in the world, Necromancers are by far the worst.  Their 'science' is very new, and they know just enough to get themselves and the rest of the world in trouble.	Ghosts
659	Resting revives your body and mind.  Camping gives you a chance to relax, talk, celebrate– to just unwind a little and rest off some of the stress and worry of the remainder of the day.  	Resting
660	A wise negotiator once said, 'On whether 'tis better to be loved or to be feared, choose both.  But if a choice between the two must be made, choose fear.'– Words to live by, my friend.  Words to live by.	Fear and Love
661	Up north, it's not uncommon for wealthy businessmen to preserve their position in the market by hiring thugs to trim their competition.  Trade wars can become quite literally wars.  It's best to not get involved in any merchant disputes.	Organized Crime
662	Some of the best perception and lock-picking teachers hang out in Thieves' Guilds.	Thieves' Guilds
663	Even if King Roland did something bad to cause heaven to abandon him, I don't suppose that his son Nicolai deserves it.  After all, he's only ten years old.  Maybe heaven will smile upon him and give him heaven's mandate to rule wisely.  That would be nice.	Nicolai Ironfist
664	I can't leave the towns and castles without some bandit taking away what little money I actually manage to save.  Why can't the guards do something about all the brigands?	Bandits
665	Indigo from Regna was cut off a decade ago when the king outlawed trade with that pirate kingdom.  I can understand why he did that, but I sure am tired of the indigo shortage.  I can't dye anything blue or purple!	Indigo
666	What do you want from me?  I'm just a worker; I'm not here to amuse you.	Entertainment
667	It sure has been raining a lot, lately.  It would be terrible if the clouds ran out of rain and the rivers ran dry because all the water had been used up during these storms.  If the rivers all ran dry, I'd be ruined!	Rivers
668	Chests and boxes aren't the only things that can hold treasure.  Barrels can also hold valuables, so don't forget to search them, too.	Barrels
669	Shipping has slowed from Erathia, which is where I get all the paints I need for my work.  That's the land the queen comes from.  I wonder if there's a problem over there?	Paints
670	I don't know who makes them, but every Baa priest has a cloak with the symbol of Baa on it.  I wish I had the job of making all those cloaks, I'd be rich!	Baa Cloaks
671	History is the sound of soft-soled slippers going down the stairs while hobnail boots climb up the stairs.	Hobnail Boots
672	I sure wish I could learn to do something other than dig ditches, but I'm just not bright enough.	Promotion
673	Flour's been going bad early this year, even though it's properly stored in sealed containers.  I wonder what's going on?	Flour
674	Don't forget that you can store things in cabinets.  Chests aren't the only places to keep your treasure.	Cabinets
675	The roads of Enroth are made of flagstones from the hills near Kriegspire.  They were placed long ago by the people who first settled Enroth, and those first roads have never eroded or decayed in any way.  Very odd.	Flagstones
676	"What do you call a jittery sorceress?

A twitch!"	Joke of the Day
677	Dark days are upon us, mark my words!  Never have I seen so many monsters and so little game.	Dark Days
678	Nothing is worse than trying to beg near Silver Cove.  All the people there are so greedy!	Silver Cove
679	The Shadow Guild is the best place to find a buyer willing to take stolen cattle.  There's nothing they won't do!  They're great, AND they charge less than the regular Thieves' Guild.  You gotta try them out!	Underworld
680	With the lack of animals and all the problems lately, I should probably just become a bounty hunter.  I could probably make a fortune tracking down all the lawbreakers.	Bounty Hunter
681	The most demanding master to have to work for is Osric Temper.  No one else shouts as much, or talks as quickly during a dictation.  I will say this though– of all the Lords, he is the only that seems to be on top of the devil situation we all know is so serious.  Unpleasant to work for to be sure, but he has the interests of the kingdom at heart.	Dictation
682	Have you spoken with Baa today?  Let me help you come to grips with your problems and show you a better way; it will only take a little of your time.	Baa
683	A lot of people complain about taxes, but I just want to say I like them.  How could clerk's offices function without tax money?  How would people get permits and licenses without us?	Taxes
684	The towers outside the towns shoot at flying creatures that we'd normally have a difficult time handling.	Dragon Towers
685	Most people don't have confidence in Nicolai.  I'll bet you 3 to 1 odds that he gets thrown out before his next birthday.  What'd ya say?	Ironfist Dynasty
686	I do hope that the queen returns from her trip to her homeland soon.  Even if she is a foreign queen she will supply some semblance of order to our besieged kingdom.	Queen Catherine
687	No one knows where the Supreme Temple of Baa is, but I've heard only full-fledged priests and high temple officials are allowed to visit.	Supreme Temple
688	Do goblins have names?  Or families?  Why are they evil?	Goblins
689 F	The best all around weapon shop in Enroth is the Knight's Paradise, run by Eric Regent.  You can't buy better weapons anywhere else in the kingdom. 	Knight's Paradise
690	You know, metal for arms and armor used to be a lot cheaper before Snergle wrested the dwarven throne away from Rocklin, the old King of the Dwarves.  Sure would be nice if someone fixed Snergle's wagon.	Dwarves
691	Once you are a member of a particular type of magic guild, you won't need to keep buying membership into different branches of the same guild.  A member of the Guild of Fire, for instance, need not buy membership in another Fire Guild in order to take advantage of their services.	Magic Guilds
692	Albert Newton is the Lord of Mist, and he is truly the patron of all who hold dear the mystical arts.  If you have a question about magic, Mist is where you should look for an answer.	The Island of Mist
693	Beware travel in the swamps south of Castle Temper.  The undead are said to roam about freely, unafraid of the living or the sun.	Swamps
694	I never seen one, but I've heard stories of magical portals– doorways– that lead instantly from one part of Enroth to another.  That would take all the fun out of travelling, wouldn't it?	Magic Portals
695	Aptly named, Dragonsand is full of both dragons and sand.  I think the most powerful dragons are more than a match for the devils, or the devils would have long ago taken over the desert.	Dragonsand
696	It is said that one of the islands east of Free Haven hides the buried treasure of Silveka the pirate.  Now, I know these stories are a dime dozen, but I swear this one is true!  If only the map could be found…	Buried Treasure
697	The Isle of the Hermit is a fairly large volcanic isle in the southwest of Enroth. No one goes there and it's more barren than even the wastelands.  It was named when Lord Terrance made a joke about a hermit living there to get away from it all.	Isle of the Hermit
698	All of the Necromancers in the Kingdom have been banished, happily, except the ones who took their black art too far and became liches.     The worst of those liches, Archibald's former general Lord Corlagon, has taken up residence in the south eastern portion of the Mire of the Damned.	Necromancy
699	It IS possible to combine compound potions with simple or compound potions to try and make complex potions.  Though complex potions are the strongest you can make, the process is dangerous.  Mixing the wrong potions can cause violent reactions and set off dangerous explosions.	Alchemy Basics
700	I know only one formula for a complex potion– the combination of a compound potion with either a simple or compound potion.  Mix a potion of resistance with a potion of cure poison, then take that potion and mix it with a potion of protection, and you end up with a potion of divine cure.	Advanced Alchemy
701	Thief and Mercenary Guilds are the places you go to learn all kinds of skills.  Different guilds teach different skills, so if one doesn't have what you're looking for, try the guilds in a different town.	Thief and Mercenary Guilds
702	Quests aren't anything magical, they're simply opportunities...  Opportunities to learn a great deal or to make a great deal of money.  Try not to pass up the chances you get.	Quests
703	Try to equip everyone in your group with a bow, crossbow, or some other ranged weapon.  You can do a lot of damage to an opponent as they approach you, and ranged weapons let you attack flying creatures that otherwise couldn't be hurt.	Bows
704	Most warriors like to train in a variety of weapons.  Usually, one weapon is trained higher than the others, but few are ignored.  This provides great flexibility in combat, because you can use the weapon that is most effective against the enemy you face.	Generalization
705	Some monsters are resistant to nearly all magic spells.  If you run into one of these monsters, don't despair– use your magic to heal your warriors and strengthen their blows.	Magic resistance
706	Albert Newton is a brilliant magical researcher, but his research always seems to take a long time to complete.  He certainly knows quite a bit about sorcerers and their magics, however.  If you have any questions about that, he's the person to talk to.	Albert Newton
707	I've heard tales of a powerful magical staff that boosts your magical reserves and can strike as swiftly as the wind itself. 	Magical Staves
708	General stores will buy  nearly anything, but give terrible prices.  If a general store is the only store around and you need to sell something fast, go ahead and use it.  But if it can wait, you'll do better selling something to a more specific store.	General Stores
709	Not all shops are the same!  Some stores offer lowly goods, while shops in other towns have excellent wares for sale.  You'll need to look around and find the good shops for yourself, but keep in mind:  You get what you pay for.  Great equipment never comes cheap.	Stores
710	This foul place is the center of the most serious crimes against nature the Necromancer's Guild has been committing.  My firm scout's advice is to avoid, avoid, avoid!	Castle Darkmoor
711	City councils are always looking for people to take care of local jobs for them.  If you need a little extra cash, try dropping by and asking about work.  There's a good chance they'll have something for you.	City Councils
712	Your reputation affects how people deal with you.  Most people aren't going to trust you or confide in you if your reputation isn't good.  You'll only find friends from thieves and the like, and do you really want them as friends?  You'll need to help others and follow the laws to bolster your reputation.	Reputation
713	Try to stay close to chimney sweeps– they're good luck!	Chimney Sweeps
714	Apparently there's a new Thieves' Guild called the Shadow Guild that's competing with the established guilds across the lands.	Thieves' Guild
715	I just bought the deed to a bridge spanning the White Forest River.  It's a toll bridge!  Soon I'll be rich as my professional bridge managers make money from the tolls they charge and put it in my bank account!	Bridge Deed
716	I can never get work in Castle Ironfist.  I don't understand why.  It's almost as though they don't want people crawling around the castle.  Are they hiding something?	Castle Ironfist 
717	I travel with all kinds of people, carrying heavy loads from one place to the other.  I tell you though, unless you're powerful, your load will be lightened for you by all the bandits on the roads.  Stay off the roads between cities if you know what's good for you.	Roads
718	Many inns are scattered across Enroth, and I believe there are even a few that eke out a meager existence in the western reaches.  These provide the easiest way to get food and the safest rest.	Inns
719	Ever notice how the cost of Resurrection at a temple is exactly equal to all the gold you had with you when you died?	Resurrection Bills
720	If you find a great piece of equipment for a low price, by all means buy it.  You'll be able to sell it later for a profit, and maybe even get some use out of it until then.  	Investing
721	I've cooked a lot of fish in my day, but never have I cooked one of the deadly eels that infest the waters north of Silver Cove.  I'd love a chance to do it, but not many people tangle with the eels and live.  But, oh, for a taste!  They say the eels are the best delicacy the world has to offer!	Fish
722	Never run out of food!  You don't gain any benefit from rest when you have no food, and it's very easy to starve to death in the wilderness if you have no food.	Food Supply
723	Somewhere out there is a set of horseshoes that protect your horses' hooves perfectly, and never lets them get tired!  The places you could go if you had horses with those qualities!  Oh, well.  It's just a legend, most likely.	Horseshoes
724	Soon after Archibald's defeat, I was able to peek into the Royal Library after one of my many performances at Castle Ironfist.  Inside, I saw a statue of Archibald in magnificent detail.  He must have had the statue made when he thought he was going to win his insurrection, and Roland's kept it as some sort of memento.	Archibald Statue
725	Every spell caster knows, or should know, that certain spells and magical effects occur around dawn and dusk.  For instance, no Divine Intervention is possible at any other time.	Dawn and Dusk
726	It is said that one of the islands east of Free Haven hides the buried treasure of Silveka the pirate.  Now, I know these stories are a dime dozen, but I swear this one is true!  If only the map could be found…	Buried Treasure
727	The old Dragon Towers were built to protect the towns from flying creatures, but they'll shoot down anything within their range that's flying.	Dragon Towers
728	Though the Church of the Moon celebrated the darker side of human nature, it is not to say that good could not come of their evil, just as evil came of the Church of the Sun's good.  During their heyday, the Church managed to create artifacts of great power– the Doomsday Cloaks.  If you ever find one, don't throw it away!  They're all very powerful and valuable.	Church of the Moon
729	A great spell when running errands, Lloyd's Beacon allows you to set up beacons that you can teleport back to.  Though the beacons don't last forever, with proper planning they last long enough to get the job done.	Lloyd's Beacon
730	Making a healing potion is a simple matter, if you have ingredients.  All you need are widoweeps berries and a flask with water.  Just mix the berries with the water, and…Voila!  Instant healing potion!  If you don't have any water handy, you can just eat the berries directly, but the effect isn't as strong.	Healing Potions
731	Sweet Water was an excellent venue for my music before the Night of Shooting Stars.  Now the road to that town is infested with devils, and they say the town is no more.	Ruin of Sweet Water
732	The Isle of the Hermit, named by Lord Terrance for its remoteness, is difficult to travel to because of the turbulent waters south of Enroth.	Isle of the Hermit
733	Lots of people would like to invade Regna and take her spices, her metal, and her treasures.  The only thing that's kept Regna free all these years is her attention to metal smithing science and her arms sales to all the countries of the world.  Everyone criticizes Regna for that, but everyone buys Regnan weapons.  Talkin' outta both sides of their mouth, that's what those hypocrites do!	Regnan smithies
734	I wish I could have been part of Roland's expedition!  There's true bravery– how glorious that troop must have looked, armor and weapons gleaming in the sun.  Better to die valiantly in the battlefield with your lord, then to expire in the night, cold and alone.	Roland's Expedition
735	Astrology is often sneered at, but I tell you it's very real and important.  The most significant astrological event recently was that shooting star that fell from the sky out of Sagittarius.  It portends upheaval, disaster, and opportunity for the entire world.	Astrology
736	Merchants in the northeast aren't above hiring people to make sure that their competition isn't too competitive.  We try to avoid those areas and not get involved with any of the local petty struggles.	Organized Crime
737	Listen to the way a person greets you to get an idea how to deal with them, should they prove uncooperative.  You'll find that many people that share similar interests and professions will have the same attitude toward your choice of begging, bribing, or threatening them.	Listening
738	Don't tell anyone I told you this, but Roland isn't dead.  He simply needed a vacation from all of the pressures of being king, and he's hiding away on Abdul's Resort Isle under a false name.	Roland
739	To keep people like me away from their things, people will often trap their chests. 	Disarm Traps
740	Weather sure has been strange lately.  Why, last June it snowed!  Snow in June, who'd ever have guessed?  It is an ill omen, snow in summertime.	Weather
741	Despite all of my problems, at least the Temple of Baa cares about me and helps me out.  Not like the government we have now.	Temple of Baa
742	Boots are the cobbler's domain, and I don't know much about them, but I will say that you shouldn't overlook their usefulness.  They can go a long way to adding to your overall personal protection in battle.  Everyone should wear boots.	Boots
743	I imagine much of my work in the near future will be digging the graves of the people killed by the devils.	Graves
744	I can't even begin to tell you how awful produce prices have been in the market, recently.  I think someone's artificially fixing the prices low!  If this goes on much longer I'll be ruined!	Produce Prices
745	Be careful drinking liquids left in barrels; you never know how long it's been sitting there.  You could get sick doing something like that.	Liquids
746	The wheel spins in the most fascinating ways.  Sometimes I think that if everyone would take a little time out and watch the wheel spin, they would calm down, and be less likely to fight with one another.  But no one will listen to me.  I'm just a lowly potter.	Spinning Patterns
747	It's one thing to make the clothes, but the beauty usually comes from dying the clothes in interesting colors.	Dyes
748	The fact that our king is missing is awful, but it must be the will of the gods.  How could anything happen that isn't the will of the gods?	Will of the Gods
749	Lord Temper won't even allow me to become a knight.  He said I wasn't smart enough to follow directions.	Osric Temper
750	Mice and rats are a relentless plague upon mankind!  I hear that a keep near New Sorpigal has the biggest rats in the world living in it.  <shuddering>  May I never see such horrors as long as I live!	Mice
751	With all of Blackwoode now destroyed, wood is going to be very scarce in Enroth.  We might see another Timber War starting soon.	Blackwoode
752	The Tomb of Ethric the Mad is a wonder of fine stone cutting.  My grandfather helped build it.  He says there are some very cleverly concealed secret doors in the Tomb.  Why Ethric would care if a door was secret or not is beyond me, but hey– he was both rich and mad.  I guess he could do what he liked.	Ethric's Tomb
753	"Why is it goblins have no luck raising chickens?

They plant the eggs too deep!"	Joke of the Day
754	The one thing you can say's been good these days is the cold weather.  All the animals have really thick, valuable fur.  Only trouble is finding them.  Monsters been eating most of the good fur animals, I think.	Fur
755	Just between you and me, I saw a werewolf when I was a werewolf in Blackshire!  I believe all the rumors about their curse.	Blackshire
756	When cattle rustling gets too hard, I usually spend my time hunting on some Lord's land.  Since most people are afraid to hunt there, those forests haven't been over-hunted.  Recently, though, the animals have been getting scarce.  Could have something to do with the western blight.	Poaching
757	In some places it is difficult to hunt for game.  You need to pack more food when you travel in swamps or deserts or snow, for example.	Game
758	Wilbur Humphrey has hired me several times to take notes on disaster reports filtering in from around the kingdom.  I think there's been a sharp increase in calamities since the disappearance of the king.	Records
759	The prince is far too young to manage a kingdom.  Wilbur Humphrey should be ruling the kingdom for himself, not in the name of a child.	Nicolai
760	If you ever find yourself in need of work, just stop by the city council's office in one of the large towns.  There's usually a job that needs doing.	City Councils
761	The rumors of the dynasty collapsing and all the disasters have brought out the worst in humanity.  I need to be even more vigilant than normal to keep the peace.	Unrest
762	Take it from me, if you want a lucky charm, hang around a chimney sweep.  Sure, their banter can be annoying, but they're the luckiest people I know.	Chimney Sweeper
763	I have heard rumors that the recent 'winter during summer' spectacles have been caused by mischievous sorcerers who have learned to meddle with the weather.  I think it's part of a plot to create mass hysteria and open rebellion against the King.	Sabotage of Summer
764	The devils people are talking about causing havoc in the west are just misunderstood.  Baa says that they are our friends.  You just have to be respectful and run from them if you see them coming.  They need a lot of personal space, and get angry if they don't get it.  But that's only because they are superior beings.  If we were superior, all this would be easier to understand.	Devils
765	I'd love to sail the oceans on a big ship.  I could travel to all the islands and just be free of school and chores and my parents.  That would be wonderful!	Boats
766 St	Word is that the goblins are looking to buy weapons for raids on human towns.  I hear the regent has a sizeable bounty on the heads of any who deliver weapons to those evil little toads.	Arms Smugglers
767	Most any dragon that has a lair is absolutely loaded with gold.  They get it from all the paladins who try to kill them to make a name for themselves.	Dragons' Gold
768	Some of the magic items you find around the world are cursed.  Almost none are pure curses, but many have side effects you won't like much.  You should carefully weigh the side effects against the benefits an item offers before using it.	Cursed items
769	Of course you know that spells cast at high noon draw their power directly from the sun.  It is in this way that the mightiest of magicians can afford the power it takes to enchant the magical items you find throughout the land of Enroth.	High Noon
770	The desert is a land that should be avoided by all but the mightiest sorcerers and knights.  Filled with giants and dragons, nearly all who visit do not return.  Rumor has it that a strange pyramid in the desert holds untold riches and secrets waiting to be unearthed by some brave souls.	Desert
771	The pass leading to White Cap and Caste Stromgard has recently been taken by a group of ogres and greedy humans working together.	Icewind Pass
772	I've heard stories of a horrible curse that has possessed the town. Every time I've visited, however, everything seems normal.	Blackshire
773	Although no shipping companies are currently offering the service, Erathia, homeland of Queen Catherine Ironfist, can be reached in a voyage of three weeks or so, depending on the season.  Ain't never been there, but they tell me it's nice.	Erathia
774	Water walking is nice and all, but it doesn't beat a good ship and a good crew.  Not only are you slower than a ship, you have to worry about the spell wearing off, and you have to worry about sea serpent attacks.  Boats are the best way to travel by water.	Water Walking 
775	Resting only really works well in a comfortable place like an inn.  There you can regain lost strength and magic, and heal from most of your wounds.  If you must rest in the wilderness, be sure to have enough food!  Hungry people gain no benefit from rest.	Resting
776	Though not as effective as other healing spells, Healing Touch is in the school of spirit, which makes it easier for paladins to learn.  Also, body spells don't work in certain areas, so you will need to use Healing Touch instead of spells like First Aid or Power Cure.	Healing Touch
777	Shared Life is an excellent way to keep weaker party members alive when your party is being assaulted with area affect spells.  This spell combined with Power Cure can keep everyone alive when you get in over your head.	Shared Life
778	Many teachers do not want to be flooded by students, so they have moved to remote locations.  You might have to look around quite a bit to find them.  Generally, expert teachers know where their master teachers are.	Teachers
779	Fame, in many ways, is an accumulation of the experiences you have and how you've managed to share with others.  Quests and brave deeds against monsters can make you famous.	Fame
780	Personally, my favorite weapon is the mace.  When you get good at it, you learn to strike at hard parts on your opponent so that it bounces off instead of sinking in.  Saves time.  Anyway, when someone gets hit with a mace, it can stun them so bad that they stop fighting back.  And that's a fine thing.	The Glory of the Mace
781	Never underestimate the staff!  Most people associate the staff with a mage, but that's not always the case.  Although you cannot use a shield with a staff, as you become more skilled you'll find that staves are the best defensive weapon around.  Not only that, but they have enough weight to stun people that are hit with it.  It's one of the best all around weapons available.	Staves
782	All of the schools of magic have eleven spells, but only ten can be found in the guilds of darkness.  The missing eleventh spell is called something like Dark Holding or Dark Containment.  No one alive seems to have learned it, and the guilds are very anxious to find it.  	Dark Containment
783	Summoned by mages to guard areas or items, elementals are beings composed of one of the four primary elemental forces:  air, earth, fire, or water.  Elementals can freely use magics of their element, so be wary if you should battle them.	Elementals
784	Archibald, Roland's brother, mastered many magical arts and accomplished himself as a powerful sorcerer before his demise.  No one seems to know where he is buried, though.  It's as though he disappeared after Roland's ascension to the throne.	Archibald
785	Skilled merchants run many of the stores in Enroth.  You must be careful when buying and selling to make sure you are not getting ripped off.	Prices
786	It's dangerous to carry a lot of money with you.  Banks provide a safe place to store large amounts of money.  Though they don't credit you with interest, you don't have to worry about pickpockets.  That's good enough for me.	Banks
787	In the center of Dragonsand you can find a pyramid marking the Tomb of the Ship, or so they say.  I've scoured the desert and found nothing but dragons and titans to run from.  That doesn't mean it's not there– I had to get out of that desert while the getting was good.  A very dangerous place!	The Pyramid 
788	I do not like assassins, or men of low character.  And it seems that both types of criminal are spreading through the land like the plague these days.	Low Character
789	Some creatures you'll run into can be reasoned with if you have a fear spell available.  You can avoid unnecessary and wasteful injury by scaring off your enemies rather than simply fighting with them.	Monsters 
790	Sometimes bandits and highwaymen will accept you if they don't think you're 'upstanding citizens.'  The weak, however, are always robbed.	Highwaymen
791	You must be careful when opening some locks.  Many people don't consider a lock enough of a deterrent, so they will trap their doors or chests to try and frighten off or kill a would-be thief.	Traps
792	All of the really bad disasters started happening after the Night of the Shooting Stars two years ago.  Not much has gone right since then, except the Temple of Baa.  They really help people.  They also say that King Roland must have done something awful, 'cause the stars were avenging angels falling from Heaven to punish the wicked.	Shooting Stars
793	Let me tell you a secret.  There is no such thing as luck.  You make your own luck based on your outlook.  If you expect the worst to happen, it probably will, and you'll have a horrible time.  If, however, you look on the bright side and expect the best, you'll usually find it.	Luck
794	It's hard to travel through the snow.  Good thing you have people like me around!	Snow
795	Resting allows you to approach the new day with vigor and zest.  Resting will heal your wounds and recharge your magic.  Nothing finishes a hard day like a good camp, good dinner, and a good fire.	Benefit of Rest
796	Ever fantasize about discovering a huge horde of treasure?  I do.  They say there are three really big ones:  The first is the knowledge contained in the Royal Library.  The second is the treasure the obelisks lead to.  And the third is in Loretta Fleise's basement!	Fortune
797	I'm not sure the towns to the west even exist anymore.  Merchants don't travel to there, and no one has come back from those areas yet.  I believe civilization ends at Blackshire, and even the people there are strange at times.	Western Areas
798	It may not seem like a big deal, but I like to supplement my cooking with fresh fruit.  You can find it most places just growing on trees, if you look.  Fruit trees have helped me out when I was hungry and had no money, and they could help you, too.	Fruit Trees
799	I believe there is a spell that will allow you to create food for yourself out of thin air, but I can't imagine food made from magic tasting very good.	Create Food Spell
800	I don't suppose you've got any news of Sweet Water, do you?  No one I know has heard anything about the town for a year!  They're a long ways off from here…but a year?  Something must be wrong.	Sweet Water
801	I wonder about the council sometimes.  The decisions they've made and some of the laws they've stalled on have really contributed to the chaos around here.  They've stalled any official investigation of Roland's death, and I don't understand why.	Council Members
802	Practicing meditation may not seem like a big deal at first, but it can be a source of tremendous magical energy to the skilled.  Meditation masters can have many times the spell casting power as their less enlightened brethren.	Meditation
803	Although no shipping companies are currently offering the service, Erathia, homeland of Queen Catherine Ironfist, can be reached in a voyage of three weeks or so, depending on the season.  Ain't never been there, but they tell me it's nice.	Erathia
804	The next best thing to flying, if you fall off of a cliff or similar height; Feather Fall doesn't give you any control but it certainly keeps you alive.  	Feather Fall
805	The legend of the Crossing is more than a thousand years old, but that doesn't stop people from repeating it from time to time.  The legend says that we all, and that even includes the elves, the dwarfs, and the goblins, came from the same place on a great ship that carried us across the void between the stars.	The Crossing
806	I've heard portals exist that allow transit between two fixed places in Enroth.  Knowledge of these would provide another excellent and fast way to move around the world.	Magic Portals
807	The gods oversee our lives and guide us constantly toward heaven and the light.  All you have to do is listen with your heart and do what it tells you to be admitted to heaven.  Have faith.  The gods will help you get there, if you'll listen to them.	The Gods
808	They say the king was last seen fleeing toward Castle Kriegspire with an army of devils following him.  He never returned.  I think we may have to face up to the possibility that our good king was killed by those monsters.	Fall of Roland
809	Teleportation is the way to go to minimize travel times.  Of course, you can move around pretty quickly by boat or by horse if you have a skilled person leading the way.	Travel Times
810	I came to Enroth during the time Regnans were invited by King Archibald to bring over a load of weapons to help in his fight against Roland.  When Archibald lost the war, Roland seized all the arms ships and forbade travel to Regna.  I've been stuck here ever since.	Arms Shipments
811	The simplest piece of a knight's equipment, the shield provides excellent defense for low hindrance and weight.  No warrior should be without a good shield in a fight.	Shields
812	The Witches' Assembly of 638 was the greatest gathering of sorcerers and alchemists ever.  Since then, the popularity of the magical arts has declined, and persecution of groups like ours…er, theirs– has grown quite a bit.  It really is quite awful.	Witches
813	Merchants are businessmen first and foremost.  They will always try to buy low and sell high.  Don't be too upset with them; they need to make a living, too.  The way to get the best prices, both when buying and selling, is to try different markets.	Merchants
814	If you've determined that begging and bribing are of no use, and you simply must speak with a person, then the thinly veiled threat must be issued.  But remember to use this option sparingly, since only the best diplomats can stop the damage you'll do to your reputation if threats become your habit.	Threats
815	Nicolai has commissioned a bridge to be built from New Sorpigal to Mist.  I'm working for him by offering affluent members of society a chance at charter membership of the Nicolai Ironfist Bridge Fellowship.  The basic membership gets your name on a flagstone of the bridge and costs 50,000 gold– a small price to pay for immortality.  Are you interested?	Bridge
816	Fetzil, the Prince of Thieves lieutenant, is smart; he knows enough to hide out when things get hot.  He's not an easy person to catch.	Fetzil 
817	All of the really bad disasters started happening after the Night of the Shooting Stars two years ago.  Not much has gone right since then, except the Temple of Baa.  They really help people.  They also say that King Roland must have done something awful, 'cause the stars were avenging angels falling from Heaven to punish the wicked.	Shooting Stars
818	I hate taxes!  Why should we pay taxes anyway?  It's bad enough I have to spend my life working for other people; I need to pay them for the 'honor'?	Taxes
819	Cotton is found in Karigor, the island home of the Church of the Sun and the Church of the Moon.  It doesn't grow well anywhere else, and it's difficult to pick and seed, but it makes for wonderful soft clothes, if you can afford it.	Cotton
820	If I could actually use a weapon, I'd probably be better off joining a bandit group.  I bet they lead an easy life.	Brigands
821	Sure's been hard to get help recently.  What is a good farmer to do if he can't find strong workers during harvest times?  Go into bankruptcy and ruin, that's what!  Oh, woe is me!	Farm Help
822	I'd love to hear what the Oracle would say about the devils, the Temple of Baa, and Prince Nicolai.  Why won't the council consult the Oracle?	Oracle
823	Change is in the air and on the wind.  You can smell it and feel it.  Something big's going to happen soon.  I can always tell.	Change
824	Warm clothes won't help you resist the chill of Castle Darkmoor.  The undead there steal the warmth from your body with their touch.	Darkmoor
825	The blight that's afflicting western crops and animals is slowly spreading east.  Cows are affected first, and this is causing a very serious leather shortage.  You can expect the price of boots and belts and other leather goods to be increasing!	The Blight
826	This isn't the best job in the world, but at least the work is steady.	Labor
827	Taxes have been good under this King.  Archibald was terrible, much worse than his father.  I thought I would be ruined by Archibald's cruel taxes.  May he nor his like never hold the throne again!	Taxes
828	Let me tell you, some bookshelves or desks or other furniture can be crafted to conceal a secret passage.  You can walk through a room and never realize there were two or three other hidden exits.	Secret Passages
829	If you ever take a trip near Star Lake, be sure to check out the beautiful statues on the island in the center of the lake.  They are so life-like they're breathtaking!	Statues at Star Lake
830	"What is big and red and eats rocks?

A big red rock eater!"	Joke of the Day
